triad,polymorphism,backtracked,indicator_time,ac_time,search_time,total_time
1000000_01111_00,y,0,780.808µs,483.585µs,1.734724ms,2.999117ms
00111111_01000_1,y,0,764.788µs,615.794µs,2.239487ms,3.620069ms
001011111_0000_1,y,0,769.535µs,603.068µs,2.253774ms,3.626377ms
011010111_0111_1,y,0,859.169µs,704.208µs,4.857669ms,6.421046ms
011110111_0000_1,y,0,750.621µs,407.376µs,1.298477ms,2.456474ms
011000000_111_00,y,0,776.084µs,528.868µs,1.712183ms,3.017135ms
010001000_111_00,y,0,826.258µs,410.474µs,1.704247ms,2.940979ms
01010000_01000_1,y,0,849.945µs,870.941µs,4.40162ms,6.122506ms
001000_0111_1011,y,0,841.477µs,454.318µs,2.120268ms,3.416063ms
011001111_0100_1,y,0,864.643µs,733.476µs,4.415602ms,6.013721ms
010000_0111_1011,y,0,839.323µs,572.851µs,2.863008ms,4.275182ms
011111_00100_111,y,0,786.32µs,435.325µs,1.653308ms,2.874953ms
0101000_001000_1,y,0,877.362µs,647.574µs,3.590432ms,5.115368ms
0100100000_000_1,y,0,823µs,435.884µs,2.167528ms,3.426412ms
01110111_00100_1,y,0,845.77µs,387.943µs,1.783234ms,3.016947ms
0010010000_000_1,y,0,811.718µs,494.711µs,2.240106ms,3.546535ms
01111011_1011_00,y,0,829.112µs,489.938µs,2.145712ms,3.464762ms
010101000_011_00,y,0,951.818µs,1.246377ms,7.707978ms,9.906173ms
011010111_0000_1,y,0,838.094µs,517.542µs,2.785667ms,4.141303ms
0010000_1011_000,y,0,792.245µs,469.081µs,1.847389ms,3.108715ms
01111111_00000_1,y,0,744.44µs,432.608µs,1.04964ms,2.226688ms
0011010000_000_1,y,0,833.774µs,794.551µs,3.598659ms,5.226984ms
10100000_0111_00,y,0,803.855µs,577.961µs,2.735952ms,4.117768ms
0111011_001000_1,y,0,850.391µs,429.764µs,1.774789ms,3.054944ms
0100000_1111_000,y,0,743.303µs,538.125µs,1.438313ms,2.719741ms
0101111_00000_11,y,0,765.952µs,519.409µs,1.847478ms,3.132839ms
01111_01000_1011,y,0,825.092µs,598.214µs,2.698824ms,4.12213ms
0110000100_11_00,y,0,821.788µs,467.76µs,2.163382ms,3.45293ms
010000_00100_111,y,0,808.711µs,490.955µs,2.13965ms,3.439316ms
010000_0111_1000,y,0,811.177µs,555.042µs,3.129804ms,4.496023ms
0111011_000100_1,y,0,825.888µs,391.666µs,1.761466ms,2.97902ms
01101111_111_000,y,0,783.466µs,505.722µs,1.876314ms,3.165502ms
0100000_0111_000,y,0,774.579µs,532.96µs,2.568688ms,3.876227ms
01011001000_00_1,y,0,876.025µs,930.926µs,5.206422ms,7.013373ms
01110111_01000_1,y,0,819.32µs,518.305µs,2.101665ms,3.43929ms
011011_100000_00,y,0,787.689µs,625.93µs,2.779681ms,4.1933ms
01000100_0111_00,y,0,873.85µs,608.232µs,2.859932ms,4.342014ms
01111111_1111_00,y,0,740.92µs,442.384µs,1.40023ms,2.583534ms
01000100111_00_1,y,0,877.819µs,551.647µs,3.099623ms,4.529089ms
01110001000_00_1,y,0,822.619µs,624.982µs,3.346581ms,4.794182ms
01110010111_00_1,y,0,883.178µs,630.599µs,4.211134ms,5.724911ms
101111_0111_0100,y,0,1.077896ms,680.236µs,2.702612ms,4.460744ms
0110010000_000_1,y,0,811.859µs,646.136µs,3.273813ms,4.731808ms
0010100_01000_11,y,0,873.7µs,668.038µs,3.714191ms,5.255929ms
00100_01000_1111,y,0,792.486µs,439.122µs,2.154837ms,3.386445ms
0100000_01111_00,y,0,798.34µs,636.903µs,2.382446ms,3.817689ms
011110111_0100_1,y,0,812.942µs,549.708µs,2.041492ms,3.404142ms
0000000_010111_1,y,0,785.434µs,472.028µs,1.710861ms,2.968323ms
0110111_10000_00,y,0,794.648µs,532.145µs,2.735516ms,4.062309ms
0101010000_11_00,y,0,853.307µs,701.222µs,4.16303ms,5.717559ms
0111011_01000_00,y,0,1.163774ms,681.242µs,2.764206ms,4.609222ms
0100000_00100_11,y,0,791.749µs,380.178µs,2.149515ms,3.321442ms
01111011011_00_1,y,0,823.973µs,433.911µs,1.69486ms,2.952744ms
010010000_0000_1,y,0,876.686µs,644.364µs,2.325211ms,3.846261ms
011101111_000_11,y,0,784.09µs,397.241µs,1.701236ms,2.882567ms
011000000_000_11,y,0,750.695µs,475.638µs,1.858072ms,3.084405ms
0100010000_000_1,y,0,782.917µs,392.149µs,2.096882ms,3.271948ms
0001000_010111_1,y,0,818.829µs,469.145µs,2.04298ms,3.330954ms
0110011111_11_00,y,0,803.349µs,601.705µs,2.726121ms,4.131175ms
1011111_01111_00,y,0,766.045µs,478.017µs,1.854571ms,3.098633ms
0111011_00000_11,y,0,793.025µs,482.646µs,1.727461ms,3.003132ms
0101111_11011_00,y,0,832.512µs,517.007µs,2.774299ms,4.123818ms
010111_100000_00,y,0,831.064µs,724.071µs,3.98954ms,5.544675ms
01000000_01111_1,y,0,773.334µs,524.865µs,1.688554ms,2.986753ms
010000000_111_00,y,0,766.982µs,332.554µs,1.326732ms,2.426268ms
0111111111_11_00,y,0,760.036µs,475.551µs,1.151626ms,2.387213ms
0010100000_000_1,y,0,777.033µs,520.862µs,2.723333ms,4.021228ms
10111011_0111_00,y,0,852.875µs,533.638µs,2.154808ms,3.541321ms
01100111011_00_1,y,0,885.476µs,631.524µs,3.280218ms,4.797218ms
0110001000_11_00,y,0,832.624µs,567.644µs,3.931194ms,5.331462ms
0101000100_11_00,y,0,890.696µs,637.772µs,2.845467ms,4.373935ms
001000_11111_000,y,0,751.241µs,445.431µs,1.520418ms,2.71709ms
010000_01111_000,y,0,783.117µs,493.01µs,2.537674ms,3.813801ms
011100111_0000_1,y,0,821.951µs,496.605µs,2.342539ms,3.661095ms
000100_001000_11,y,0,817.225µs,553.974µs,2.404694ms,3.775893ms
0110100000_11_00,y,0,827.245µs,532.64µs,2.702532ms,4.062417ms
0110111_01000_11,y,0,823.273µs,563.124µs,2.709885ms,4.096282ms
0100010100_000_1,y,0,843.758µs,607.389µs,3.523981ms,4.975128ms
0110111011_000_1,y,0,815.617µs,432.921µs,1.915013ms,3.163551ms
0011111_0111_000,y,0,770.6µs,475.728µs,2.500109ms,3.746437ms
001000000_0000_1,y,0,753.397µs,467.263µs,1.661706ms,2.882366ms
00100_01000_0111,y,0,893.353µs,697.652µs,3.635502ms,5.226507ms
0110111_010000_1,y,0,833.008µs,567.968µs,2.526923ms,3.927899ms
0010000_1111_000,y,0,751.881µs,412.566µs,1.534727ms,2.699174ms
0110111_00100_11,y,0,837.814µs,535.616µs,2.145978ms,3.519408ms
000100100_0000_1,y,0,788.539µs,619.885µs,2.419792ms,3.828216ms
011001111_000_11,y,0,825.024µs,486.766µs,2.720197ms,4.031987ms
010010000_0111_1,y,0,831.82µs,605.54µs,2.232451ms,3.669811ms
1010111_0111_000,y,0,822.383µs,751.289µs,3.02554ms,4.599212ms
0011000_001000_1,y,0,824.228µs,715.127µs,3.792472ms,5.331827ms
01100101000_00_1,y,0,890.123µs,825.367µs,5.211571ms,6.927061ms
01001101000_00_1,y,0,878.082µs,810.399µs,5.804287ms,7.492768ms
01101111011_00_1,y,0,820.578µs,433.148µs,1.947126ms,3.200852ms
001000_01011_000,y,0,898.747µs,579.997µs,3.68913ms,5.167874ms
01111011_111_000,y,0,786.886µs,497.283µs,1.956719ms,3.240888ms
01010111_00100_1,y,0,930.186µs,698.945µs,3.967669ms,5.5968ms
010000_01011_000,y,0,880.46µs,803.003µs,4.491259ms,6.174722ms
0101111_001000_1,y,0,839.169µs,502.3µs,2.243211ms,3.58468ms
01101011011_00_1,y,0,956.024µs,648.736µs,3.670221ms,5.274981ms
0101000_010111_1,y,0,895.248µs,839.567µs,5.751126ms,7.485941ms
010111_011011_00,y,0,935.973µs,668.676µs,4.521224ms,6.125873ms
01111011_0100_11,y,0,832.046µs,521.785µs,2.379042ms,3.732873ms
010000_00111_011,y,0,852.873µs,724.582µs,4.067339ms,5.644794ms
0101100000_11_00,y,0,812.56µs,673.724µs,3.719165ms,5.205449ms
0101111_10000_00,y,0,802.179µs,829.084µs,3.130425ms,4.761688ms
01110111_00000_1,y,0,770.919µs,414.18µs,1.389775ms,2.574874ms
0110111111_11_00,y,0,795.923µs,453.958µs,1.711964ms,2.961845ms
011010111_0100_1,y,0,932.72µs,709.987µs,4.152135ms,5.794842ms
01111_00111_0000,y,0,816.674µs,489.119µs,2.404191ms,3.709984ms
0010100_01111_11,y,0,879.854µs,563.535µs,2.44461ms,3.887999ms
0001000_011111_1,y,0,755.762µs,444.857µs,1.306412ms,2.507031ms
011110111_000_11,y,0,773.989µs,380.358µs,1.500418ms,2.654765ms
0011101011_000_1,y,0,842.61µs,638.16µs,3.44932ms,4.93009ms
0100110000_11_00,y,0,842.872µs,687.21µs,3.564471ms,5.094553ms
