triad,polymorphism,backtracked,indicator_time,ac_time,search_time,total_time
0100100100_011_00,y,0,5.695828ms,50.096221ms,54.697190014s,54.752982063s
010010000000_00_1,y,0,5.28447ms,77.831002ms,64.811791684s,64.894907156s
0100110000_011_00,y,0,5.78659ms,55.321497ms,62.12104753s,62.182155617s
0111111_10111_000,y,0,5.546684ms,80.932052ms,67.383068655s,67.469547391s
1010000_0111_0100,y,0,5.496495ms,57.039491ms,61.894937523s,61.957473509s
0100100_101111_00,y,0,5.524553ms,66.952262ms,60.041984591s,60.114461406s
00101000_000100_1,y,0,5.364724ms,60.365099ms,60.427035591s,60.492765414s
0000100000_0111_1,y,0,5.370693ms,84.096162ms,66.133788314s,66.223255169s
001000_010000_111,y,0,5.470604ms,75.040349ms,64.317117864s,64.397628817s
0110100000_111_00,y,0,5.58765ms,69.865109ms,68.512533233s,68.587985992s
0100000_001000_11,y,0,5.50224ms,74.500901ms,64.914685504s,64.994688645s
000100000_01111_1,y,0,5.379349ms,84.66016ms,65.331941111s,65.42198062s
0100000000_0111_1,y,0,5.267322ms,80.404671ms,66.705960131s,66.791632124s
010111111_111_000,y,0,5.455099ms,76.778613ms,68.523186394s,68.605420106s
00100000_010000_1,y,0,5.48057ms,71.522507ms,66.409085615s,66.486088692s
101011_001000_000,y,0,5.326719ms,61.624646ms,61.069144402s,61.136095767s
01000000_0000_111,y,0,5.372415ms,84.726495ms,71.055675247s,71.145774157s
0100000_0111_1000,y,0,5.409613ms,68.130823ms,65.946003848s,66.019544284s
000000_00111_0111,y,0,5.791388ms,74.672947ms,68.743158589s,68.823622924s
001000_00111_0111,y,0,5.688616ms,63.416612ms,64.721216785s,64.790322013s
1000000_0111_0000,y,0,5.432807ms,78.114737ms,73.808985235s,73.892532779s
000100000_0000_11,y,0,5.408515ms,83.323229ms,70.070134943s,70.158866687s
010010000_1111_00,y,0,5.652557ms,79.698222ms,63.762921993s,63.848272772s
0100111_010000_00,y,0,5.669101ms,51.833761ms,62.13353182s,62.191034682s
01010010000_11_00,y,0,5.413338ms,67.103553ms,59.593122519s,59.66563941s
0110000_1111_0100,y,0,5.526055ms,70.092545ms,66.611362942s,66.686981542s
01111_00100_01000,y,0,5.921303ms,62.208704ms,60.427020842s,60.495150849s
001001000_01000_1,y,0,5.603459ms,64.318615ms,61.352598593s,61.422520667s
1000100_010000_00,y,0,5.560235ms,61.419278ms,65.801796038s,65.868775551s
0011011_01011_000,y,0,5.839258ms,52.403118ms,60.170155119s,60.228397495s
0011111_10111_000,y,0,5.556506ms,73.405049ms,69.233694606s,69.312656161s
010000_00100_1011,y,0,5.607924ms,62.575014ms,61.414367713s,61.482550651s
011001000_01111_1,y,0,5.514665ms,59.124904ms,65.980615499s,66.045255068s
0110000_0111_0000,y,0,6.006665ms,69.041792ms,66.094919929s,66.169968386s
00111_00100_01000,y,0,5.997578ms,51.617397ms,63.374402737s,63.432017712s
010111_000000_011,y,0,5.67176ms,67.524525ms,61.635773348s,61.708969633s
010111_010000_000,y,0,5.681671ms,60.897775ms,60.932704862s,60.999284308s
011011_100000_000,y,0,5.388933ms,67.611657ms,68.137426783s,68.210427373s
001000000_111_000,y,0,5.489569ms,87.533462ms,69.785033531s,69.878056562s
011000_001000_000,y,0,6.197827ms,58.75283ms,65.029773874s,65.094724531s
001000000_011_000,y,0,6.08563ms,71.653711ms,66.139917358s,66.217656699s
1011000_011111_00,y,0,5.515336ms,65.615057ms,67.961021722s,68.032152115s
10000000_0111_000,y,0,5.444475ms,77.653826ms,73.491881912s,73.574980213s
1000000_011111_00,y,0,5.641636ms,81.548278ms,72.455903077s,72.543092991s
100000000_0111_00,y,0,5.541827ms,80.428534ms,73.485206545s,73.571176906s
001111111_111_000,y,0,5.64838ms,82.196048ms,77.414012546s,77.501856974s
010111_001000_011,y,0,5.912561ms,58.831305ms,58.164641972s,58.229385838s
1011011_010111_00,y,0,5.814261ms,54.969288ms,59.411925246s,59.472708795s
011000_01000_0111,y,0,6.065847ms,57.313461ms,61.718004558s,61.781383866s
010000010000_00_1,y,0,5.484124ms,77.107195ms,65.040211204s,65.122802523s
0010100_010000_11,y,0,5.482134ms,61.697551ms,60.67765667s,60.744836355s
0101001000_000_11,y,0,5.694811ms,63.595889ms,60.07956942s,60.14886012s
0000100_0010000_1,y,0,5.642184ms,71.766807ms,66.930773492s,67.008182483s
01000000_10111_00,y,0,5.909375ms,80.886174ms,65.206177576s,65.292973125s
00110000_010111_1,y,0,5.543089ms,62.187374ms,67.110219746s,67.177950209s
1000000_0111_0100,y,0,5.527379ms,69.228293ms,66.964942308s,67.03969798s
0010000_01000_011,y,0,5.843575ms,61.651833ms,61.84920609s,61.916701498s
0100000_01111_000,y,0,5.934282ms,74.203164ms,64.210509937s,64.290647383s
01000000000_000_1,y,0,5.45199ms,84.609562ms,73.998094108s,74.08815566s
0100010000_000_11,y,0,5.763022ms,76.447934ms,65.965133942s,66.047344898s
001000_01111_1011,y,0,5.503229ms,70.529629ms,63.264360659s,63.340393517s
1100000_010000_00,y,0,5.651877ms,71.798419ms,71.311766504s,71.3892168s
001000000_01111_1,y,0,5.372383ms,86.57023ms,66.403164348s,66.495106961s
01000000_011000_1,y,0,5.551538ms,66.935162ms,67.763199444s,67.835686144s
101111_01000_0111,y,0,5.492478ms,69.982123ms,63.323339254s,63.398813855s
01001000_011011_1,y,0,5.470473ms,59.389364ms,58.589433691s,58.654293528s
0111111_01000_111,y,0,5.676549ms,77.904913ms,69.033545813s,69.117127275s
0001000_0100000_1,y,0,5.501345ms,72.468661ms,67.950009543s,68.027979549s
00000000_01111_11,y,0,5.279376ms,91.645953ms,74.334164492s,74.431089821s
000000000_01111_1,y,0,5.500264ms,94.804499ms,73.720598515s,73.820903278s
0010000_11011_000,y,0,5.860413ms,73.806252ms,66.862244178s,66.941910843s
010111011_0100_11,y,0,5.385997ms,55.111702ms,58.737169433s,58.797667132s
0010011000_0111_1,y,0,5.552925ms,62.931228ms,65.9709557s,66.039439853s
01111_00111_00000,y,0,5.9588ms,74.798484ms,68.58160076s,68.662358044s
00100000_0111_000,y,0,6.486328ms,74.545673ms,65.385678553s,65.466710554s
0101000_1011_0100,y,0,5.649961ms,51.517985ms,56.248257111s,56.305425057s
100100000_0111_00,y,0,5.664181ms,70.887241ms,67.991993216s,68.068544638s
100101000_0111_00,y,0,5.561318ms,58.535471ms,63.118733504s,63.182830293s
00011000_001000_1,y,0,5.618004ms,65.081943ms,69.196043123s,69.26674307s
0101111_0010100_1,y,0,5.535239ms,57.918314ms,58.986242935s,59.049696488s
01100000000_11_00,y,0,5.764312ms,82.137902ms,73.923014412s,74.010916626s
01001000_001111_1,y,0,5.901594ms,66.075651ms,64.913526738s,64.985503983s
0100000_100000_00,y,0,5.808829ms,71.132311ms,72.070213866s,72.147155006s
010100000_0000_11,y,0,5.595937ms,72.017013ms,66.631240938s,66.708853888s
0001100000_0111_1,y,0,5.977067ms,73.557774ms,71.646661754s,71.726196595s
00100000_001111_1,y,0,5.674866ms,76.697113ms,69.077530921s,69.1599029s
011000_010000_000,y,0,6.04154ms,60.729323ms,66.684082075s,66.750852938s
101111_01111_0000,y,0,5.870724ms,81.709329ms,67.786557943s,67.874137996s
010000000_1111_00,y,0,5.616077ms,89.025938ms,69.572396037s,69.667038052s
00100010000_000_1,y,0,6.017797ms,75.916657ms,65.489754347s,65.571688801s
0011010000_000_11,y,0,6.153656ms,64.119676ms,70.518478464s,70.588751796s
0100000_0111_0000,y,0,6.105836ms,71.949384ms,66.284279253s,66.362334473s
001111111_011_000,y,0,6.023277ms,73.598368ms,69.675708902s,69.755330547s
1000000_01111_000,y,0,5.695353ms,80.266917ms,72.641431438s,72.727393708s
0101000_0111_1011,y,0,5.761358ms,55.914623ms,59.133792189s,59.19546817s
01010000_10000_00,y,0,5.717006ms,60.990093ms,65.47608026s,65.542787359s
010011000_01111_1,y,0,5.600685ms,61.572504ms,65.991396131s,66.05856932s
010010000_1011_00,y,0,5.882026ms,65.988115ms,60.717864858s,60.789734999s
0010000_000100_11,y,0,5.876927ms,72.720997ms,66.270532288s,66.349130212s
0100101000_111_00,y,0,5.672783ms,64.629623ms,60.112695554s,60.18299796s
011110111_111_000,y,0,5.774433ms,78.861608ms,70.259574324s,70.344210365s
01110000_000100_1,y,0,5.781721ms,68.266911ms,69.205491754s,69.279540386s
0011000000_0111_1,y,0,5.723882ms,72.976859ms,72.477950479s,72.55665122s
01000100000_000_1,y,0,5.532356ms,76.452422ms,67.122028356s,67.204013134s
00110000000_000_1,y,0,5.562887ms,74.92914ms,76.229726391s,76.310218418s
011111_00000_1011,y,0,5.705528ms,82.746206ms,68.08859266s,68.177044394s
010010000_011_000,y,0,5.886396ms,61.610118ms,61.666169464s,61.733665978s
1001000_0111_0100,y,0,5.411603ms,57.9791ms,62.52459472s,62.587985423s
0100000_111111_00,y,0,5.643531ms,90.467654ms,70.118305999s,70.214417184s
010000_10111_0111,y,0,5.459357ms,72.166481ms,62.453764645s,62.531390483s
0101000_0010000_1,y,0,5.800188ms,63.643786ms,62.091893652s,62.161337626s
00000000_001111_1,y,0,5.43992ms,86.239622ms,75.974664551s,76.066344093s
00000000_011111_1,y,0,5.904569ms,96.257145ms,72.933795493s,73.035957207s
011000100_1111_00,y,0,5.541415ms,70.154252ms,67.708269027s,67.783964694s
1100111_01111_000,y,0,5.56579ms,69.228309ms,72.159555994s,72.234350093s
0011111_0011000_1,y,0,5.991823ms,64.918379ms,74.269855403s,74.340765605s
01000000_0000_011,y,0,6.07011ms,70.566467ms,66.925004514s,67.001641091s
000000_10111_0111,y,0,5.405189ms,81.349439ms,68.347241972s,68.4339966s
01001101000_11_00,y,0,5.708098ms,54.707561ms,63.74403795s,63.804453609s
0011100000_0111_1,y,0,5.998804ms,66.134272ms,74.34554455s,74.417677626s
0010011000_000_11,y,0,5.681451ms,65.529172ms,69.871925413s,69.943136036s
01000100000_11_00,y,0,5.698941ms,78.903741ms,64.44865431s,64.533256992s
011000_00111_0111,y,0,5.835155ms,58.40084ms,67.279878479s,67.344114474s
100111_010000_000,y,0,5.830644ms,65.454096ms,69.812396867s,69.883681607s
010101111_011_000,y,0,6.070773ms,57.414784ms,57.963988655s,58.027474212s
010111_10111_0100,y,0,5.760861ms,55.597635ms,60.861986838s,60.923345334s
0100100_0101000_1,y,0,5.579491ms,50.679975ms,57.479546445s,57.535805911s
0100100_011000_00,y,0,6.08446ms,51.248537ms,61.31568289s,61.373015887s
001000_10111_0111,y,0,5.989294ms,70.453632ms,63.623183459s,63.699626385s
0010111_01000_011,y,0,5.928714ms,51.103334ms,60.831960921s,60.888992969s
0111111_0100111_1,y,0,5.660253ms,67.90517ms,69.387015333s,69.460580756s
100010000_0111_00,y,0,5.732959ms,71.433007ms,67.451994624s,67.52916059s
00100000_011011_1,y,0,5.636598ms,72.661941ms,63.903276792s,63.981575331s
00111_01011_01000,y,0,6.128309ms,52.507905ms,60.340881019s,60.399517233s
0100000_011000_11,y,0,5.717127ms,71.141199ms,67.720779688s,67.797638014s
0001000_0010000_1,y,0,5.846025ms,73.628099ms,65.968164838s,66.047638962s
10110000_0111_000,y,0,5.701309ms,66.874643ms,69.262071171s,69.334647123s
0100111_01111_000,y,0,6.125192ms,64.708879ms,64.769269065s,64.840103136s
0010000000_0000_1,y,0,5.942954ms,83.021372ms,73.405479208s,73.494443534s
10000000_01111_00,y,0,5.673961ms,81.965432ms,74.165373925s,74.253013318s
0011111_0000100_1,y,0,5.770127ms,75.980258ms,70.77281449s,70.854564875s
0010000_0100000_1,y,0,5.867643ms,73.631522ms,67.986678077s,68.066177242s
01010001000_000_1,y,0,5.653674ms,62.14139ms,61.722368556s,61.79016362s
010100100_0111_00,y,0,6.016386ms,50.537598ms,56.55581668s,56.612370664s
0111011_0011000_1,y,0,5.723585ms,61.667648ms,67.065384259s,67.132775492s
001101000_00100_1,y,0,5.976256ms,53.93621ms,64.361472378s,64.421384844s
0111011_0001000_1,y,0,5.688703ms,73.5041ms,64.357110607s,64.43630341s
0101111_1011_0100,y,0,5.76029ms,55.5203ms,61.109449463s,61.170730053s
0010100_0011000_1,y,0,6.024587ms,55.142915ms,63.88889327s,63.950060772s
011111_101011_000,y,0,5.894067ms,70.047681ms,63.657929846s,63.733871594s
011011_011000_000,y,0,6.354568ms,57.716287ms,62.728437517s,62.792508372s
0100000_011111_11,y,0,5.834307ms,81.120894ms,67.684899816s,67.771855017s
0101111_00111_011,y,0,6.137213ms,56.485316ms,63.135917235s,63.198539764s
1010000_010111_00,y,0,5.566502ms,57.276115ms,63.414426601s,63.477269218s
0111111_0110000_1,y,0,5.798384ms,69.502554ms,73.998550115s,74.073851053s
01000000_10000_00,y,0,5.967023ms,71.200516ms,73.449197486s,73.526365025s
00111_01011_00100,y,0,5.876214ms,51.54736ms,60.53424857s,60.591672144s
0000100_0001000_1,y,0,5.77951ms,72.702169ms,67.55918427s,67.637665949s
010000_00100_0111,y,0,6.024729ms,63.991723ms,60.835589073s,60.905605525s
011000_010000_111,y,0,5.999632ms,71.78082ms,67.804488021s,67.882268473s
01001000_011000_1,y,0,6.002693ms,57.766738ms,63.802293415s,63.866062846s
010000_00100_1111,y,0,5.968411ms,76.686215ms,66.599048978s,66.681703604s
011001000000_00_1,y,0,5.923397ms,67.269812ms,69.618058332s,69.691251541s
01001000_000100_1,y,0,5.922029ms,61.437405ms,62.265307822s,62.332667256s
01000000_1011_000,y,0,5.930336ms,75.526978ms,68.447037229s,68.528494543s
00100100_011011_1,y,0,5.659525ms,58.437955ms,59.454231s,59.51832848s
010000000_011_000,y,0,6.077401ms,71.54094ms,68.222997945s,68.300616286s
01001010000_000_1,y,0,5.842766ms,63.814512ms,62.626041945s,62.695699223s
0101000_101011_00,y,0,5.902603ms,52.379286ms,58.872362661s,58.93064455s
0110000_010000_11,y,0,5.939185ms,68.950601ms,68.487257163s,68.562146949s
01010000_1111_000,y,0,5.896647ms,74.579731ms,66.147862687s,66.228339065s
0101100000_0111_1,y,0,5.985895ms,59.276679ms,67.583432465s,67.648695039s
001111_00100_1011,y,0,5.809828ms,64.034081ms,65.936380755s,66.006224664s
0001000_1011_0000,y,0,5.826053ms,73.209069ms,67.880651789s,67.959686911s
0110000_0111_1000,y,0,5.713453ms,59.385236ms,70.806058745s,70.871157434s
0101000_100111_00,y,0,6.017741ms,55.615627ms,63.967759786s,64.029393154s
011000_11011_0100,y,0,5.644069ms,58.447564ms,62.950431579s,63.014523212s
0100000_01011_000,y,0,5.992242ms,60.047612ms,62.107383178s,62.173423032s
011011_010000_000,y,0,6.353243ms,62.482483ms,62.801869209s,62.870704935s
011111_00100_1011,y,0,5.756791ms,69.502349ms,65.648221111s,65.723480251s
00111_01011_00000,y,0,5.878706ms,63.098746ms,64.520709023s,64.589686475s
01100000_1111_000,y,0,5.841581ms,81.81614ms,73.891591173s,73.979248894s
01000000_1111_000,y,0,5.675934ms,87.946584ms,71.815504473s,71.909126991s
01000000_001000_1,y,0,5.744315ms,76.933386ms,68.439756201s,68.522433902s
01010100000_11_00,y,0,5.749504ms,64.491135ms,61.841247947s,61.911488586s
101111_00100_0111,y,0,5.832724ms,68.729039ms,64.517483274s,64.592045037s
011111_001111_000,y,0,6.159132ms,75.627545ms,71.266066114s,71.347852791s
0001000100_0111_1,y,0,5.728047ms,71.208103ms,64.034705129s,64.111641279s
000011000_01111_1,y,0,5.754637ms,73.966163ms,72.910274659s,72.989995459s
0011111_0010100_1,y,0,5.879548ms,63.234864ms,66.767368517s,66.836482929s
10001000_0111_000,y,0,6.026817ms,70.042907ms,68.344429667s,68.420499391s
010111_010000_011,y,0,6.086196ms,56.462589ms,59.216729471s,59.279278256s
010000000_00000_1,y,0,6.168577ms,80.689872ms,75.789705516s,75.876563965s
011111_010000_111,y,0,5.836368ms,79.766076ms,69.78567666s,69.871279104s
011000_10111_0111,y,0,5.966839ms,58.737562ms,68.142571016s,68.207275417s
0011111_01111_000,y,0,6.603621ms,73.899113ms,70.489323042s,70.569825776s
1011111_0111_0000,y,0,6.109684ms,83.252395ms,68.040015778s,68.129377857s
0101111_0101000_1,y,0,5.746737ms,56.79026ms,59.462343269s,59.524880266s
011000_01000_1111,y,0,6.209407ms,70.681506ms,67.91632302s,67.993213933s
01111_11011_01000,y,0,5.985945ms,68.511563ms,65.050843031s,65.125340539s
0111011_0010000_1,y,0,5.663213ms,73.626908ms,64.09680418s,64.176094301s
0101001000_0100_1,y,0,5.93511ms,51.472622ms,57.118922794s,57.176330526s
0100000_0111_1011,y,0,6.027273ms,70.11827ms,64.179061709s,64.255207252s
101000_01000_0111,y,0,5.947652ms,58.393327ms,63.939253853s,64.003594832s
0110111_11011_000,y,0,5.606687ms,70.204882ms,65.21726437s,65.293075939s
0100000_111011_00,y,0,5.915114ms,78.293741ms,67.602304984s,67.686513839s
1000100_011011_00,y,0,6.013361ms,58.773831ms,63.825872445s,63.890659637s
010000000_0111_00,y,0,6.4441ms,75.764772ms,66.028959901s,66.111168773s
00011000_000100_1,y,0,5.747017ms,64.839539ms,71.301502967s,71.372089523s
000001000_01111_1,y,0,5.848516ms,84.601101ms,68.166726442s,68.257176059s
0100111_010000_11,y,0,5.873621ms,65.356672ms,64.900096594s,64.971326887s
0111111_1011_0000,y,0,5.7811ms,82.382003ms,68.9052572s,68.993420303s
00011000_001111_1,y,0,5.961508ms,65.345106ms,73.980630599s,74.051937213s
011111111_111_000,y,0,5.82703ms,89.966265ms,76.201211586s,76.297004881s
01110010000_11_00,y,0,6.04088ms,66.676255ms,70.141580156s,70.214297291s
0010000_01000_111,y,0,5.899575ms,76.947604ms,66.421037172s,66.503884351s
0101111_0010000_1,y,0,5.96811ms,74.258357ms,62.745256828s,62.825483295s
0010101000_000_11,y,0,5.64997ms,62.045872ms,60.957158395s,61.024854237s
01111_10111_00100,y,0,5.902332ms,67.291461ms,65.69324952s,65.766443313s
0101000_011111_11,y,0,5.884702ms,68.043879ms,64.250912327s,64.324840908s
010000000_0000_11,y,0,5.887513ms,83.575382ms,73.791405553s,73.880868448s
0100100_011111_00,y,0,6.611101ms,63.970493ms,61.760241942s,61.830823536s
001100000_01000_1,y,0,6.259387ms,65.841544ms,71.01830619s,71.090407121s
010100000_0100_11,y,0,6.118893ms,63.666645ms,61.257628711s,61.327414249s
0100100000_0000_1,y,0,5.675533ms,74.552821ms,68.550263168s,68.630491522s
01110000_000000_1,y,0,5.962123ms,77.658839ms,75.683494183s,75.767115145s
01000000_01111_00,y,0,6.367509ms,77.000829ms,65.578435758s,65.661804096s
01000000_000100_1,y,0,6.13676ms,73.004017ms,68.915866307s,68.995007084s
001100000_01111_1,y,0,5.794108ms,73.995375ms,72.655933123s,72.735722606s
0100000_011000_00,y,0,6.560732ms,62.234747ms,67.239172788s,67.307968267s
0011000_0010000_1,y,0,5.882468ms,65.637166ms,70.243737392s,70.315257026s
0100110000_111_00,y,0,6.009352ms,68.656155ms,69.967399992s,70.042065499s
0110101000_0111_1,y,0,5.591649ms,49.401034ms,62.693972074s,62.748964757s
010111011_1011_00,y,0,5.913378ms,56.712393ms,59.967459879s,60.03008565s
010111011000_00_1,y,0,6.037205ms,57.256174ms,63.779671928s,63.842965307s
001111_10111_0111,y,0,5.895628ms,65.626362ms,70.323752519s,70.395274509s
01100010000_000_1,y,0,6.256071ms,67.554762ms,69.118421408s,69.192232241s
0101000_0111_1000,y,0,5.464054ms,59.605961ms,63.282231594s,63.347301609s
1011011_011111_00,y,0,6.13555ms,67.759019ms,65.853269152s,65.927163721s
0100110000_000_11,y,0,5.85648ms,67.002787ms,70.153892039s,70.226751306s
1011011_01111_000,y,0,6.046289ms,67.897484ms,65.346328785s,65.420272558s
01100100000_11_00,y,0,5.848139ms,72.213855ms,68.070901453s,68.148963447s
0101001000_011_00,y,0,6.234418ms,50.237222ms,57.465676579s,57.522148219s
001010000_0000_11,y,0,6.237159ms,73.051472ms,67.210171797s,67.289460428s
010011000_1111_00,y,0,6.048809ms,68.362803ms,70.673154738s,70.74756635s
010100000_1011_00,y,0,6.167864ms,65.478488ms,62.24449842s,62.316144772s
00000000_011011_1,y,0,6.006409ms,82.880822ms,70.847899534s,70.936786765s
010101000_1111_00,y,0,5.63553ms,64.74502ms,61.954542958s,62.024923508s
0100001000_0111_1,y,0,5.979487ms,73.790902ms,64.350688687s,64.430459076s
100111_001000_000,y,0,6.13113ms,65.746223ms,70.426651147s,70.4985285s
01111_11011_00000,y,0,5.713594ms,78.658615ms,70.46164265s,70.546014859s
010111_100000_000,y,0,5.822686ms,69.022734ms,68.736102999s,68.810948419s
0010111_00100_011,y,0,6.384888ms,50.828536ms,61.568059882s,61.625273306s
000100_001000_011,y,0,6.348965ms,60.43781ms,62.771374975s,62.83816175s
001000000_0000_11,y,0,5.964019ms,85.519323ms,72.267641907s,72.359125249s
010000_00111_0111,y,0,6.445998ms,64.61881ms,65.456679436s,65.527744244s
0100100100_111_00,y,0,5.747087ms,65.43846ms,61.455620604s,61.526806151s
0101010111_0000_1,y,0,5.967603ms,57.630014ms,58.713700088s,58.777297705s
00110000_0111_000,y,0,6.210002ms,65.616831ms,70.086665609s,70.158492442s
010101000_0100_11,y,0,5.991435ms,52.654777ms,57.452469005s,57.511115217s
0100001000_0000_1,y,0,5.97628ms,74.394746ms,68.815970791s,68.896341817s
00101010000_000_1,y,0,5.637145ms,62.012228ms,62.140115953s,62.207765326s
0111111_00100_111,y,0,6.055844ms,77.88962ms,71.152649616s,71.23659508s
010111_011000_000,y,0,6.495246ms,58.28379ms,62.966515722s,63.031294758s
011000100_0100_11,y,0,5.758568ms,59.585421ms,63.997134483s,64.062478472s
0000100_011111_11,y,0,5.813107ms,80.244821ms,71.255292836s,71.341350764s
011100000_00000_1,y,0,6.033963ms,77.188517ms,75.623530515s,75.706752995s
01010000000_11_00,y,0,6.104456ms,76.770365ms,66.916931205s,66.999806026s
0100010000_011_00,y,0,6.124875ms,65.022308ms,62.442942677s,62.51408986s
0010100_0100100_1,y,0,5.653713ms,51.923082ms,58.084264875s,58.14184167s
00100000_011111_1,y,0,5.915545ms,87.182189ms,67.401035181s,67.494132915s
0100111_00000_011,y,0,6.089753ms,63.719512ms,66.057450754s,66.127260019s
000000_01111_1011,y,0,5.944574ms,82.20278ms,69.661651043s,69.749798397s
0110000_1011_0100,y,0,6.08078ms,58.656993ms,63.916286903s,63.981024676s
0111111_0001000_1,y,0,6.081351ms,85.982415ms,69.018546512s,69.110610278s
01001000_011111_1,y,0,5.797138ms,74.681085ms,63.684570938s,63.765049161s
0001000000_0111_1,y,0,6.004673ms,86.570711ms,68.609256929s,68.701832313s
0100000_000100_11,y,0,5.7949ms,74.899076ms,67.921847791s,68.002541767s
0100000_11111_000,y,0,6.062096ms,88.073405ms,72.463176982s,72.557312483s
0010000000_0111_1,y,0,6.16259ms,87.690898ms,68.839725106s,68.933578594s
011000100_1011_00,y,0,5.951212ms,57.905907ms,63.293883484s,63.357740603s
10000100_0111_000,y,0,6.055416ms,68.686747ms,68.507829008s,68.582571171s
01111100111_000_1,y,0,5.963782ms,73.176705ms,72.918612455s,72.997752942s
010100100_1111_00,y,0,5.996424ms,65.099055ms,62.076285688s,62.147381167s
00001000_011011_1,y,0,5.797079ms,72.088558ms,64.63217294s,64.710058577s
0101100000_000_11,y,0,6.297189ms,70.563055ms,69.652417642s,69.729277886s
01001000_010111_1,y,0,5.851431ms,60.579242ms,59.479998422s,59.546429095s
1101011_011111_00,y,0,6.064748ms,66.164343ms,65.513198775s,65.585427866s
010010000_0111_00,y,0,6.604743ms,65.330494ms,61.047736685s,61.119671922s
0101111_10111_000,y,0,5.967241ms,69.97865ms,64.271128772s,64.347074663s
0010000_00111_000,y,0,6.575589ms,64.411208ms,70.972187303s,71.0431741s
011011_101011_000,y,0,6.143788ms,56.48375ms,59.896800357s,59.959427895s
00110000_1011_000,y,0,5.990803ms,65.43481ms,70.960305338s,71.031730951s
001101111_011_000,y,0,6.203396ms,64.292908ms,66.018422343s,66.088918647s
0010000_011111_11,y,0,6.375731ms,84.175617ms,68.205984872s,68.29653622s
011111_011000_000,y,0,6.379474ms,71.54171ms,68.423629228s,68.501550412s
0100000_10111_000,y,0,5.957943ms,77.736261ms,66.929949219s,67.013643423s
0100100_011000_11,y,0,6.012314ms,60.535826ms,63.860435124s,63.926983264s
0000000_011111_11,y,0,5.799804ms,92.810603ms,75.251833117s,75.350443524s
0101000_0100_1000,y,0,5.891625ms,52.642494ms,61.470482025s,61.529016144s
0101011_010000_00,y,0,6.121279ms,51.035735ms,56.815903309s,56.873060323s
010000_01111_1000,y,0,5.940317ms,71.024389ms,67.518955157s,67.595919863s
00100000000_000_1,y,0,6.109131ms,86.863337ms,73.548769021s,73.641741489s
011000000_0100_11,y,0,5.780795ms,70.486983ms,69.136003509s,69.212271287s
101000000_0111_00,y,0,5.741249ms,68.186901ms,71.633183861s,71.707112011s
01000011000_11_00,y,0,5.727115ms,67.753908ms,69.749278425s,69.822759448s
01111001111_11_00,y,0,5.768932ms,70.19026ms,73.79788991s,73.873849102s
01001000_1011_000,y,0,6.008858ms,64.136537ms,63.165526099s,63.235671494s
0110010000_111_00,y,0,6.406403ms,72.320154ms,68.535816326s,68.614542883s
101111_01111_0100,y,0,5.838944ms,66.859664ms,65.856936325s,65.929634933s
000100100_0000_11,y,0,6.032ms,74.492767ms,66.822161164s,66.902685931s
01111_10111_01000,y,0,6.007892ms,70.086875ms,65.084498287s,65.160593054s
0101000_1111_0100,y,0,5.920759ms,64.540894ms,61.91913923s,61.989600883s
