triad,polymorphism,backtracked,indicator_time,ac_time,search_time,total_time
01001000000_011_00,y,0,1.102815ms,710.846µs,3.829588ms,5.643249ms
001000_00111_01000,y,0,1.112824ms,874.753µs,6.074123ms,8.0617ms
011111100111_000_1,y,0,1.026345ms,540.089µs,2.004009ms,3.570443ms
001110010000_000_1,y,0,1.033611ms,966.294µs,4.82548ms,6.825385ms
0100000000_0000_11,y,0,950.848µs,571.539µs,1.823194ms,3.345581ms
0110100000_111_000,y,0,1.005451ms,752.361µs,3.307703ms,5.065515ms
0011101111_011_000,y,0,1.066989ms,809.126µs,3.675858ms,5.551973ms
101000000_01111_00,y,0,995.279µs,682.831µs,3.124043ms,4.802153ms
0100000_100000_000,y,0,985.061µs,834.3µs,3.555179ms,5.37454ms
010010010100_000_1,y,0,1.204479ms,911.119µs,5.269122ms,7.38472ms
000100_001000_0111,y,0,1.117502ms,811.911µs,3.777419ms,5.706832ms
011011000_01000_00,y,0,1.142283ms,924.778µs,5.761642ms,7.828703ms
0010110000_011_000,y,0,1.141459ms,827.134µs,6.115964ms,8.084557ms
0100000_10000_0111,y,0,1.01784ms,757.32µs,3.598757ms,5.373917ms
011000_00100_01000,y,0,1.159711ms,858.7µs,6.81922ms,8.837631ms
0101111011_111_000,y,0,1.063939ms,653.206µs,3.303791ms,5.020936ms
0111111011011_00_1,y,0,1.071327ms,672.959µs,1.984817ms,3.729103ms
01010010100_011_00,y,0,1.433443ms,1.092975ms,9.207466ms,11.733884ms
0101010000_0111_00,y,0,1.15547ms,1.207845ms,8.217275ms,10.58059ms
1100000_01111_0100,y,0,1.055575ms,711.764µs,4.05566ms,5.822999ms
011000000_10111_00,y,0,1.023307ms,919.267µs,3.120001ms,5.062575ms
0101000_01111_1011,y,0,1.143858ms,738.113µs,4.958303ms,6.840274ms
1000000_00100_0111,y,0,1.021228ms,736.862µs,3.146133ms,4.904223ms
011010110000_000_1,y,0,1.08891ms,1.029254ms,5.634833ms,7.752997ms
011111011000_000_1,y,0,1.009975ms,552.333µs,2.287679ms,3.849987ms
0101100000_111_000,y,0,1.021341ms,971.073µs,4.592986ms,6.5854ms
0101011_001000_000,y,0,1.242147ms,924.621µs,6.515083ms,8.681851ms
00100000_1011_0000,y,0,975.883µs,696.138µs,2.282991ms,3.955012ms
100101000_01111_00,y,0,1.078002ms,1.041314ms,5.777063ms,7.896379ms
011000_000000_0111,y,0,1.013605ms,626.03µs,3.389901ms,5.029536ms
0100000_011011_000,y,0,1.09608ms,723.1µs,3.592158ms,5.411338ms
0111011_011000_000,y,0,1.091115ms,758.086µs,4.030707ms,5.879908ms
0100000_010111_000,y,0,1.078183ms,1.048598ms,5.018202ms,7.144983ms
0111100111_111_000,y,0,1.037302ms,231.487µs,367.929µs,1.636718ms
0100000_00111_0111,y,0,1.070697ms,822.639µs,4.444042ms,6.337378ms
0011010000_111_000,y,0,1.034512ms,838.464µs,4.034455ms,5.907431ms
010000000_11011_00,y,0,997.264µs,594.326µs,1.90439ms,3.49598ms
01100000_0111_1000,y,0,1.063999ms,106.411µs,172.2µs,1.34261ms
0111111011_111_000,y,0,976.218µs,629.509µs,1.846735ms,3.452462ms
0100010100_1111_00,y,0,1.089561ms,889.273µs,3.10905ms,5.087884ms
0101000_1001000_00,y,0,1.090381ms,1.155421ms,8.179911ms,10.425713ms
010100100_01111_00,y,0,1.220039ms,867.812µs,6.262252ms,8.350103ms
01100000000_000_11,y,0,998.441µs,540.848µs,2.209873ms,3.749162ms
0101001000000_00_1,y,0,1.103952ms,792.6µs,3.770375ms,5.666927ms
00101111_1011_0000,y,0,1.045001ms,874.195µs,3.721039ms,5.640235ms
010111_010100_1011,y,0,1.307768ms,978.662µs,8.528532ms,10.814962ms
000100_001000_1011,y,0,1.085133ms,754.844µs,3.377552ms,5.217529ms
0100100011000_00_1,y,0,1.146856ms,674.448µs,3.665724ms,5.487028ms
010000_01111_00100,y,0,1.082974ms,749.936µs,4.119676ms,5.952586ms
0110000000_0000_11,y,0,975.71µs,779.605µs,2.336596ms,4.091911ms
010100000_01011_00,y,0,1.196971ms,1.457247ms,8.519304ms,11.173522ms
10001111_0111_0000,y,0,1.04067ms,839.393µs,3.911649ms,5.791712ms
0101101011_011_000,y,0,1.328431ms,1.219397ms,7.020501ms,9.568329ms
0001000000_0000_11,y,0,977.962µs,520.621µs,1.963429ms,3.462012ms
0100100000000_00_1,y,0,1.052759ms,805.614µs,2.335862ms,4.194235ms
1011000_01111_0100,y,0,1.117709ms,1.120105ms,5.552488ms,7.790302ms
001000_10111_01000,y,0,1.116118ms,633.258µs,3.551254ms,5.30063ms
01110111_0100_1000,y,0,1.189628ms,734.962µs,4.045715ms,5.970305ms
101111_001111_0000,y,0,986.456µs,677.833µs,2.61076ms,4.275049ms
010100000_10000_00,y,0,1.019078ms,844.492µs,4.818355ms,6.681925ms
0101010000_011_000,y,0,1.195181ms,1.140717ms,8.582369ms,10.918267ms
0101111011_1011_00,y,0,1.171358ms,631.47µs,3.724752ms,5.52758ms
0110000000_1011_00,y,0,1.014459ms,812.504µs,3.181455ms,5.008418ms
011011_00111_00000,y,0,1.083592ms,776.498µs,3.714749ms,5.574839ms
110000000_01111_00,y,0,1.014392ms,666.863µs,2.642616ms,4.323871ms
01100100000_0111_1,y,0,1.074358ms,1.065633ms,4.936414ms,7.076405ms
011000_101000_0111,y,0,1.210497ms,1.235401ms,7.828795ms,10.274693ms
010100111_01000_00,y,0,1.206841ms,1.358742ms,10.751743ms,13.317326ms
01110000000_111_00,y,0,999.621µs,641.223µs,2.599623ms,4.240467ms
00010000_1011_0000,y,0,1.038651ms,563.645µs,2.407355ms,4.009651ms
0100000_011111_111,y,0,978.336µs,576.559µs,2.372137ms,3.927032ms
00100001000_000_11,y,0,1.007963ms,622.306µs,2.141986ms,3.772255ms
0100000000_0111_00,y,0,1.037197ms,807.259µs,2.712834ms,4.55729ms
10110000_0111_0000,y,0,1.044884ms,805.501µs,3.83947ms,5.689855ms
0010000_111011_000,y,0,1.02146ms,544.741µs,2.17191ms,3.738111ms
0101000_01011_0100,y,0,1.309146ms,1.539946ms,14.004844ms,16.853936ms
01111011_1011_0000,y,0,1.06218ms,793.761µs,3.900021ms,5.755962ms
1101111_0100000_00,y,0,1.008655ms,455.43µs,1.880978ms,3.345063ms
0110000000_111_000,y,0,1.002798ms,1.477146ms,8.748408ms,11.228352ms
0101111_0101000_11,y,0,1.136981ms,1.08504ms,6.45386ms,8.675881ms
0110111_0100000_00,y,0,1.109004ms,914.142µs,3.473964ms,5.49711ms
001110110000_000_1,y,0,1.078225ms,844.089µs,4.720094ms,6.642408ms
1111111_010000_000,y,0,979.756µs,538.775µs,1.709648ms,3.228179ms
0110111_1101011_00,y,0,1.221492ms,1.175838ms,12.179894ms,14.577224ms
011000_010000_1111,y,0,1.018517ms,851.454µs,3.382056ms,5.252027ms
010000_01111_10111,y,0,1.101005ms,668.311µs,3.407546ms,5.176862ms
0111001000100_00_1,y,0,1.132159ms,835.295µs,4.61468ms,6.582134ms
0101000_10111_0100,y,0,1.280045ms,1.071297ms,5.598927ms,7.950269ms
011111_00111_00100,y,0,1.075131ms,1.204558ms,4.295934ms,6.575623ms
0011100000_111_000,y,0,1.058517ms,1.468696ms,12.235327ms,14.76254ms
0010000_11011_0000,y,0,990.201µs,692.274µs,2.298304ms,3.980779ms
000100_010000_0111,y,0,1.083416ms,848.564µs,3.985088ms,5.917068ms
0101000000_0000_11,y,0,1.033465ms,764.268µs,3.064198ms,4.861931ms
0100010000_011_000,y,0,1.09404ms,754.085µs,3.798702ms,5.646827ms
010000000_000000_1,y,0,944.387µs,625.296µs,2.158083ms,3.727766ms
0100110010000_00_1,y,0,1.147396ms,902.125µs,5.870096ms,7.919617ms
1000000_001111_000,y,0,992.785µs,778.402µs,3.216315ms,4.987502ms
001111_10111_00100,y,0,1.045384ms,804.609µs,3.751032ms,5.601025ms
010010000_011011_1,y,0,1.155346ms,826.717µs,3.596547ms,5.57861ms
0111000000_01111_1,y,0,1.014119ms,825.058µs,3.663314ms,5.502491ms
01101110000_000_11,y,0,1.04952ms,704.494µs,3.939077ms,5.693091ms
001001110000_000_1,y,0,1.069764ms,1.038114ms,5.456993ms,7.564871ms
0101111111_011_000,y,0,1.049584ms,906.792µs,3.552034ms,5.50841ms
0110101111_0111_00,y,0,1.161698ms,693.581µs,4.763982ms,6.619261ms
0100000_11011_0000,y,0,981.978µs,609.42µs,2.199441ms,3.790839ms
00010000_00111_011,y,0,1.056584ms,643.799µs,3.236721ms,4.937104ms
010110000_01111_00,y,0,1.095374ms,906.622µs,5.649156ms,7.651152ms
01010000_0100_1000,y,0,1.184731ms,1.344981ms,9.567403ms,12.097115ms
0010100000_011_000,y,0,1.112127ms,887.621µs,4.120036ms,6.119784ms
0100000_011000_000,y,0,1.032086ms,721.699µs,4.820169ms,6.573954ms
1011000_00000_0111,y,0,1.041737ms,797.86µs,3.619277ms,5.458874ms
011000_00111_01000,y,0,1.108462ms,1.013749ms,7.424964ms,9.547175ms
001110000_01111_11,y,0,1.055791ms,739.029µs,3.878552ms,5.673372ms
010000_00111_01011,y,0,1.141059ms,1.057534ms,7.513383ms,9.711976ms
1100111_0100100_00,y,0,1.117528ms,691.418µs,4.487528ms,6.296474ms
0100101000000_00_1,y,0,1.085322ms,827.818µs,3.912083ms,5.825223ms
110001000_01111_00,y,0,1.014817ms,825.911µs,4.065585ms,5.906313ms
0100000_001111_011,y,0,1.071835ms,961.958µs,4.483604ms,6.517397ms
01000000_0111_1000,y,0,1.005456ms,838.255µs,3.508999ms,5.35271ms
1010111_01111_0000,y,0,1.020904ms,746.952µs,3.587683ms,5.355539ms
011100000_010000_1,y,0,1.012812ms,841.581µs,3.938681ms,5.793074ms
0010000_010000_111,y,0,1.00329ms,701.718µs,2.787235ms,4.492243ms
0110110110000_00_1,y,0,1.128039ms,782.31µs,4.796126ms,6.706475ms
0111111_10000_0100,y,0,994.099µs,866.897µs,3.411069ms,5.272065ms
010010000000_000_1,y,0,1.031578ms,760.378µs,2.538751ms,4.330707ms
010000000_01111_11,y,0,969.786µs,761.193µs,2.123302ms,3.854281ms
0011000_001000_011,y,0,1.123516ms,1.035262ms,6.112464ms,8.271242ms
00100000_0111_0000,y,0,1.018383ms,621.704µs,2.782847ms,4.422934ms
011101001000_000_1,y,0,1.114662ms,771.785µs,4.60558ms,6.492027ms
1000100000_0111_00,y,0,1.056089ms,593.634µs,2.98159ms,4.631313ms
0101111011_0111_00,y,0,1.160543ms,887.042µs,4.352074ms,6.399659ms
001111_001000_0111,y,0,1.067645ms,710.659µs,4.200357ms,5.978661ms
00010000_0111_1011,y,0,1.040508ms,599.106µs,2.448743ms,4.088357ms
01010000_0111_0100,y,0,1.18017ms,1.200886ms,8.250408ms,10.631464ms
0101101110000_00_1,y,0,1.145788ms,793.914µs,5.288812ms,7.228514ms
011111_011000_0000,y,0,1.060492ms,792.645µs,3.409332ms,5.262469ms
0110001000_1111_00,y,0,1.012756ms,634.561µs,2.980387ms,4.627704ms
011111_01000_10000,y,0,996.364µs,4.375µs,1.728µs,1.002467ms
0100000_10111_0111,y,0,1.049303ms,713.913µs,3.117391ms,4.880607ms
001111_01111_01000,y,0,1.076016ms,839.556µs,4.685285ms,6.600857ms
0100000_010111_011,y,0,1.123758ms,1.041439ms,6.163849ms,8.329046ms
0101001000_1111_00,y,0,1.102468ms,1.043873ms,3.787047ms,5.933388ms
1001111_010000_000,y,0,1.007228ms,761.324µs,3.633088ms,5.40164ms
0010000000_0000_11,y,0,949.16µs,684.553µs,1.925692ms,3.559405ms
0101000_01111_0100,y,0,1.176667ms,1.026521ms,8.260828ms,10.464016ms
10110111_0111_0000,y,0,1.045309ms,704.111µs,2.94169ms,4.69111ms
101000_010000_0111,y,0,1.129753ms,824.256µs,4.753801ms,6.70781ms
010001000000_000_1,y,0,1.00115ms,670.114µs,2.461968ms,4.133232ms
01000000_00000_011,y,0,1.004546ms,820.011µs,3.297855ms,5.122412ms
0110000_0100000_11,y,0,1.0318ms,969.167µs,3.660203ms,5.66117ms
011010000_11011_00,y,0,1.143656ms,627.479µs,3.79697ms,5.568105ms
0010000_100111_000,y,0,1.031738ms,635.788µs,3.158676ms,4.826202ms
01101111_0111_0000,y,0,1.039892ms,627.973µs,3.106429ms,4.774294ms
0010000_001111_011,y,0,1.075318ms,680.855µs,3.969775ms,5.725948ms
0101000100_0100_11,y,0,1.19945ms,1.0245ms,5.320317ms,7.544267ms
1011000_0110000_00,y,0,1.073388ms,1.015839ms,5.393064ms,7.482291ms
01100000_1011_0100,y,0,1.138253ms,882.809µs,5.017516ms,7.038578ms
0101110111_111_000,y,0,1.026819ms,735.533µs,3.166225ms,4.928577ms
01110001000_111_00,y,0,1.047063ms,838.569µs,4.048544ms,5.934176ms
0111110110000_00_1,y,0,1.054742ms,707.738µs,2.703419ms,4.465899ms
01101000000_000_11,y,0,1.032113ms,988.025µs,3.312295ms,5.332433ms
0110000_0010000_11,y,0,1.011575ms,771.481µs,3.131267ms,4.914323ms
0101111011000_00_1,y,0,1.113153ms,723.909µs,3.525502ms,5.362564ms
0011111011_011_000,y,0,1.067081ms,658.874µs,3.173279ms,4.899234ms
001010010100_000_1,y,0,1.226697ms,976.194µs,6.288281ms,8.491172ms
010101000_011011_1,y,0,1.290659ms,1.206297ms,8.227816ms,10.724772ms
0101000000_111_000,y,0,1.028772ms,850.295µs,2.888352ms,4.767419ms
0010010000_011_000,y,0,1.100568ms,636.261µs,3.597203ms,5.334032ms
01011111_1011_0100,y,0,1.154596ms,1.110797ms,5.031105ms,7.296498ms
0100000_111011_000,y,0,1.011216ms,589.974µs,2.065044ms,3.666234ms
0000100_0001000_11,y,0,1.026804ms,665.794µs,3.119804ms,4.812402ms
0100100_010111_011,y,0,1.325965ms,1.036637ms,7.535124ms,9.897726ms
01100000_0111_0100,y,0,1.09691ms,1.22518ms,5.7959ms,8.11799ms
011111_010000_1011,y,0,1.042146ms,808.546µs,3.13504ms,4.985732ms
0100001000_0111_00,y,0,1.085761ms,842.347µs,3.204992ms,5.1331ms
00011111_0111_0000,y,0,1.008001ms,771.849µs,3.496626ms,5.276476ms
001000_01111_00111,y,0,1.088203ms,843.305µs,4.015279ms,5.946787ms
0011000000_111_000,y,0,990.407µs,730.129µs,2.59792ms,4.318456ms
01101000000_0111_1,y,0,1.053053ms,930.986µs,4.678964ms,6.663003ms
011000000_01111_00,y,0,1.051092ms,747.771µs,3.445839ms,5.244702ms
010000_01011_00100,y,0,1.247897ms,1.027445ms,6.594519ms,8.869861ms
