triad,polymorphism,backtracked,indicator_time,ac_time,search_time,total_time
00100_10000_0111,y,0,4.378615ms,41.896445ms,41.993871612s,42.040146672s
010000000_011_00,y,0,4.773084ms,47.175423ms,41.395673932s,41.447622439s
0010110000_000_1,y,0,4.688147ms,41.033211ms,45.511686827s,45.557408185s
0111111_1111_000,y,0,4.490017ms,56.087774ms,46.450609422s,46.511187213s
0110000_01111_00,y,0,4.902458ms,45.366319ms,43.196171331s,43.246440108s
0010000_010000_1,y,0,4.470378ms,45.425728ms,41.300920889s,41.350816995s
000110000_0111_1,y,0,4.456473ms,45.841357ms,43.685596033s,43.735893863s
0101110000_000_1,y,0,4.453721ms,41.056227ms,41.12015362s,41.165663568s
01010000000_00_1,y,0,4.43225ms,45.05868ms,40.19771061s,40.24720154s
011111011_0000_1,y,0,4.571523ms,54.132182ms,43.179844275s,43.23854798s
01010111_01000_1,y,0,4.464893ms,35.522795ms,35.996996646s,36.036984334s
00101000_111_000,y,0,4.561398ms,47.621747ms,41.512354806s,41.564537951s
01000000_0000_11,y,0,4.414851ms,51.440636ms,44.146199718s,44.202055205s
0100100_011000_1,y,0,4.717191ms,39.483038ms,40.603600542s,40.647800771s
0011000_011011_1,y,0,4.471584ms,36.485976ms,39.635302481s,39.676260041s
0111001111_11_00,y,0,4.584663ms,46.062584ms,46.10092095s,46.151568197s
00111_00100_0111,y,0,4.66876ms,37.062967ms,38.532439574s,38.574171301s
00100000_01000_1,y,0,4.603644ms,48.350065ms,42.306772472s,42.359726181s
0111101111_11_00,y,0,4.961658ms,56.250023ms,44.306706905s,44.367918586s
011111_000000_11,y,0,4.910697ms,64.678599ms,47.69506239s,47.764651686s
0100010000_11_00,y,0,4.354358ms,60.857221ms,42.337969366s,42.403180945s
01000000_1011_00,y,0,4.580382ms,50.487928ms,41.352769806s,41.407838116s
010000_00100_011,y,0,4.84059ms,37.677446ms,37.746375403s,37.788893439s
0011000_01000_11,y,0,4.440101ms,39.667228ms,41.866782502s,41.910889831s
01011001000_00_1,y,0,4.321589ms,35.776822ms,37.498880819s,37.53897923s
010100100_0111_1,y,0,4.577122ms,35.652639ms,37.805898104s,37.846127865s
010101000_011_00,y,0,4.817327ms,32.10735ms,35.015930732s,35.052855409s
0110000000_11_00,y,0,4.551031ms,52.665943ms,46.381364786s,46.43858176s
1100000_01111_00,y,0,4.587177ms,49.430793ms,47.969439005s,48.023456975s
000010100_0111_1,y,0,4.321234ms,41.582582ms,38.020331218s,38.066235034s
01010000_0100_11,y,0,4.34659ms,38.128099ms,35.990860236s,36.033334925s
0100000_001111_1,y,0,4.400867ms,48.464676ms,43.170318445s,43.223183988s
0101101111_11_00,y,0,4.631996ms,43.257728ms,40.359830511s,40.407720235s
01101000_0111_00,y,0,4.765603ms,37.149493ms,39.463303013s,39.505218109s
011100000_0000_1,y,0,4.822631ms,54.385434ms,49.830253665s,49.88946173s
00111111_0000_11,y,0,4.626426ms,57.464392ms,48.25083953s,48.312930348s
0100111_01000_11,y,0,4.612589ms,42.787851ms,41.646415464s,41.693815904s
01100111_01000_1,y,0,4.987496ms,43.461234ms,41.094019913s,41.142468643s
0100000_10000_00,y,0,4.370904ms,44.351927ms,43.78084379s,43.829566621s
0011010000_000_1,y,0,4.573405ms,40.153024ms,42.478475018s,42.523201447s
001100000_000_11,y,0,4.502422ms,46.473848ms,45.460501273s,45.511477543s
01110111_111_000,y,0,4.604965ms,52.562189ms,43.811072204s,43.868239358s
000100000_0000_1,y,0,4.723949ms,55.396269ms,45.500732735s,45.560852953s
01000000_0111_00,y,0,4.693918ms,45.662428ms,39.428138039s,39.478494385s
001000_0111_1011,y,0,4.591005ms,45.460986ms,39.189080763s,39.239132754s
011000000_0111_1,y,0,4.389894ms,44.742664ms,46.421167496s,46.470300054s
0101010000_11_00,y,0,4.853456ms,44.022777ms,37.921037758s,37.969913991s
01100100000_00_1,y,0,4.452258ms,40.846472ms,41.794597938s,41.839896668s
0111011_10111_00,y,0,4.616442ms,44.108642ms,41.885525945s,41.934251029s
101111_0111_0100,y,0,4.450239ms,40.610737ms,38.883235214s,38.92829619s
01010000_0111_00,y,0,4.899664ms,40.383777ms,37.588884587s,37.634168028s
0110011111_11_00,y,0,4.502327ms,44.189016ms,44.204388101s,44.253079444s
000100_0111_1011,y,0,4.528951ms,44.056705ms,40.940701112s,40.989286768s
011111_010000_11,y,0,4.518967ms,48.776734ms,40.778696426s,40.831992127s
010111111_000_11,y,0,4.438573ms,49.711598ms,41.522649932s,41.576800103s
010011000_011_00,y,0,4.679111ms,33.628041ms,38.86343108s,38.901738232s
0110110111_11_00,y,0,4.458375ms,41.371258ms,38.072024427s,38.11785406s
1010111_01000_00,y,0,4.489338ms,42.158695ms,37.69866214s,37.745310173s
001000_10111_000,y,0,4.458141ms,45.771198ms,40.570557272s,40.620786611s
0111011_01000_00,y,0,4.770355ms,38.406897ms,36.785264556s,36.828441808s
011111_00111_000,y,0,5.10552ms,48.056065ms,44.747596073s,44.800757658s
01101111_01000_1,y,0,4.729033ms,53.531441ms,41.144138364s,41.202398838s
001000000_0111_1,y,0,4.48755ms,53.10257ms,40.734264378s,40.791854498s
011111_00100_111,y,0,4.951066ms,55.508478ms,44.552542959s,44.613002503s
0101000_001000_1,y,0,4.625032ms,39.404323ms,38.615353006s,38.659382361s
010010100_111_00,y,0,4.475117ms,39.026593ms,36.567512375s,36.611014085s
010100000_0000_1,y,0,4.586299ms,43.407143ms,40.309123994s,40.357117436s
011000_1011_0100,y,0,4.340228ms,34.906115ms,36.67715458s,36.716400923s
011000_0111_0000,y,0,5.021369ms,45.822092ms,42.515189764s,42.566033225s
010000_00100_111,y,0,4.705102ms,49.896218ms,40.837199882s,40.891801202s
000100_001000_11,y,0,4.661293ms,47.574024ms,41.664612793s,41.71684811s
010111_10111_000,y,0,4.419764ms,41.684048ms,38.387076298s,38.43318011s
0101000_010111_1,y,0,4.436794ms,34.659169ms,35.035562726s,35.074658689s
010100100_111_00,y,0,5.063572ms,43.474253ms,37.557064413s,37.605602238s
0101000100_11_00,y,0,4.783068ms,44.286351ms,39.37064488s,39.419714299s
01000000100_00_1,y,0,4.756184ms,49.42723ms,43.070527649s,43.124711063s
01000100_00100_1,y,0,4.366431ms,37.160617ms,37.170686946s,37.212213994s
00101111_00100_1,y,0,4.576014ms,39.267499ms,39.212121863s,39.255965376s
110111_010000_00,y,0,4.907504ms,51.527024ms,41.714949609s,41.771384137s
011100000_111_00,y,0,4.539383ms,46.491396ms,46.59782432s,46.648855099s
01111101011_00_1,y,0,4.698511ms,44.549243ms,39.355215486s,39.40446324s
0000100_01111_11,y,0,4.463792ms,49.283229ms,41.892163155s,41.945910176s
010001111_111_00,y,0,4.521065ms,44.981626ms,43.002026541s,43.051529232s
01000100_0111_00,y,0,5.009447ms,43.688383ms,37.562832186s,37.611530016s
00001000_00000_1,y,0,4.802653ms,54.684393ms,46.269254593s,46.328741639s
010111_011011_00,y,0,4.510605ms,33.566638ms,35.898773342s,35.936850585s
0101111011_11_00,y,0,4.474496ms,41.169252ms,38.632330453s,38.677974201s
0111111111_11_00,y,0,4.591906ms,55.934806ms,46.850636698s,46.91116341s
10100000_0111_00,y,0,4.503094ms,41.172805ms,41.285622209s,41.331298108s
0000000_001111_1,y,0,4.515509ms,55.076556ms,46.857050766s,46.916642831s
01110001000_00_1,y,0,5.035337ms,46.617492ms,43.764213737s,43.815866566s
010100000_111_00,y,0,4.580734ms,49.643149ms,40.729278502s,40.783502385s
001111111_000_11,y,0,4.949195ms,61.44714ms,51.036523508s,51.102919843s
0100000_00100_11,y,0,4.610986ms,48.411081ms,40.6607947s,40.713816767s
010000_00111_011,y,0,4.699331ms,39.816882ms,40.486607921s,40.531124134s
01111011_0100_11,y,0,4.513787ms,42.153475ms,39.095095657s,39.141762919s
01001000000_00_1,y,0,4.531155ms,47.835355ms,41.162408902s,41.214775412s
011111_111011_00,y,0,5.111339ms,53.651213ms,45.255423848s,45.3141864s
0011000_010111_1,y,0,4.654312ms,39.028125ms,42.212377792s,42.256060229s
0010000_000100_1,y,0,4.629364ms,44.028201ms,40.377470831s,40.426128396s
011011111_000_11,y,0,4.63451ms,54.299243ms,43.488559123s,43.547492876s
0100001000_000_1,y,0,4.548632ms,46.120501ms,40.470588064s,40.521257197s
01010000_01000_1,y,0,4.424547ms,37.562436ms,37.594306874s,37.636293857s
01101000_01111_1,y,0,4.645015ms,37.656921ms,41.986854236s,42.029156172s
011111011_0100_1,y,0,4.624399ms,45.679227ms,39.518414685s,39.568718311s
01110010000_00_1,y,0,4.407902ms,41.422583ms,40.923378546s,40.969209031s
0001000_010111_1,y,0,4.92805ms,48.660747ms,39.510132737s,39.563721534s
0111011_1011_000,y,0,5.168583ms,47.611441ms,40.274538592s,40.327318616s
01111_10111_0100,y,0,4.42909ms,43.094353ms,39.95289992s,40.000423363s
0111111_0100_111,y,0,4.48195ms,47.285098ms,42.736836657s,42.788603705s
000100100_0000_1,y,0,4.512424ms,45.285029ms,40.488994389s,40.538791842s
0100000_01111_00,y,0,4.833405ms,46.147211ms,38.552874315s,38.603854931s
010000_0111_1011,y,0,4.341409ms,42.23138ms,37.927834546s,37.974407335s
011111_011000_11,y,0,4.55975ms,42.097661ms,44.210772455s,44.257429866s
0010100000_000_1,y,0,4.806464ms,47.678243ms,42.224158753s,42.27664346s
0010000_1011_000,y,0,4.879898ms,48.470386ms,41.977564985s,42.030915269s
01101111_0100_11,y,0,4.446023ms,44.751363ms,41.099002306s,41.148199692s
0110100000_11_00,y,0,4.511408ms,45.258463ms,42.995803752s,43.045573623s
010000100_0000_1,y,0,4.493571ms,45.632586ms,41.509099289s,41.559225446s
00100000_01111_1,y,0,4.783737ms,57.834528ms,42.337192101s,42.399810366s
01101011_00100_1,y,0,4.614365ms,35.678825ms,36.844733149s,36.885026339s
00110000_011_000,y,0,4.829422ms,38.797022ms,42.589839039s,42.633465483s
0111010000_000_1,y,0,4.800636ms,43.760595ms,44.936047964s,44.984609195s
00100000_111_000,y,0,4.603907ms,53.248229ms,43.907109294s,43.96496143s
0000100_001111_1,y,0,4.514347ms,46.97511ms,43.288312797s,43.339802254s
011011_100000_00,y,0,4.565877ms,42.103557ms,42.786674576s,42.83334401s
00101111_00000_1,y,0,4.653343ms,49.398596ms,45.588211837s,45.642263776s
011111_1011_0100,y,0,4.739598ms,42.96783ms,40.543148946s,40.590856374s
000101000_0000_1,y,0,4.43044ms,43.736766ms,39.220550445s,39.268717651s
0111011_000000_1,y,0,4.793661ms,53.847935ms,42.830715564s,42.88935716s
01001011000_00_1,y,0,4.453543ms,33.89798ms,37.604562002s,37.642913525s
011011000_0100_1,y,0,4.742678ms,37.285117ms,39.843805599s,39.885833394s
0100000_0111_000,y,0,4.793046ms,44.672728ms,39.684903451s,39.734369225s
011111_0100_1000,y,0,4.636211ms,46.799229ms,42.344832952s,42.396268392s
01111_01000_1000,y,0,4.715812ms,44.302867ms,42.505078426s,42.554097105s
0011111_0111_000,y,0,5.058411ms,48.324813ms,44.26871107s,44.322094294s
010000_01111_000,y,0,5.577518ms,50.947016ms,42.539425645s,42.595950179s
0010000_001111_1,y,0,4.488654ms,46.823482ms,41.776604182s,41.827916318s
0101001000_000_1,y,0,4.644412ms,41.743657ms,39.303502875s,39.349890944s
0100000_011111_1,y,0,4.561371ms,59.08279ms,43.826761372s,43.890405533s
011011011_000_11,y,0,4.770384ms,44.619648ms,39.973249275s,40.022639307s
011001111_000_11,y,0,4.814596ms,46.636674ms,46.192963163s,46.244414433s
0101000_01111_11,y,0,4.377656ms,40.22464ms,38.150368772s,38.194971068s
0000000_011111_1,y,0,4.773399ms,64.071447ms,46.333231108s,46.402075954s
0111100000_000_1,y,0,4.689673ms,51.722932ms,46.002822846s,46.059235451s
0011000000_000_1,y,0,4.65808ms,49.629423ms,48.318752942s,48.373040445s
01000100_01111_1,y,0,4.504945ms,44.20819ms,38.388904462s,38.437617597s
0111011_01000_11,y,0,4.784834ms,45.241405ms,41.426038563s,41.476064802s
01001000100_00_1,y,0,4.735226ms,41.548157ms,39.397610387s,39.44389377s
0110001000_11_00,y,0,5.050676ms,48.331792ms,43.145344585s,43.198727053s
0110110000_000_1,y,0,4.700687ms,44.008208ms,43.380748424s,43.429457319s
001111_10111_000,y,0,4.408924ms,46.422221ms,42.296269549s,42.347100694s
0110000_01111_11,y,0,4.933057ms,44.731651ms,46.607823998s,46.657488706s
000100111_0111_1,y,0,4.528136ms,45.053888ms,42.433511074s,42.483093098s
01001111_01000_1,y,0,4.452566ms,38.795328ms,38.574280683s,38.617528577s
01101000_01000_1,y,0,4.483241ms,35.814052ms,38.060468269s,38.100765562s
0100100000_000_1,y,0,4.92048ms,48.909327ms,43.184562729s,43.238392536s
00010100_01111_1,y,0,4.30217ms,42.713704ms,37.999140292s,38.046156166s
0010000_01111_11,y,0,5.083623ms,57.399671ms,42.810422879s,42.872906173s
0100100_011011_1,y,0,4.709847ms,38.70503ms,37.027385431s,37.070800308s
01111011_111_000,y,0,4.49732ms,52.30704ms,44.207365596s,44.264169956s
011000000_000_11,y,0,4.716675ms,49.822879ms,45.536962063s,45.591501617s
0010000_1111_000,y,0,4.821957ms,57.203996ms,46.488121067s,46.55014702s
01010100000_00_1,y,0,4.851736ms,40.384232ms,38.22638987s,38.271625838s
0010100_01111_11,y,0,4.713343ms,43.885779ms,41.059587407s,41.108186529s
010011000_111_00,y,0,4.548103ms,43.421415ms,43.733020844s,43.780990362s
011111_001000_11,y,0,4.563999ms,50.494736ms,42.296255738s,42.351314473s
00101111_011_000,y,0,4.63154ms,38.773475ms,39.866780082s,39.910185097s
0101000_11011_00,y,0,4.624135ms,39.375452ms,37.222963955s,37.266963542s
010010100_0111_1,y,0,4.568973ms,36.807967ms,37.463627432s,37.505004372s
011000000_111_00,y,0,5.206636ms,57.884812ms,46.324988257s,46.388079705s
01101011000_00_1,y,0,4.715332ms,37.497251ms,40.634259521s,40.676472104s
01101110000_00_1,y,0,4.713349ms,45.084494ms,43.576725198s,43.626523041s
001000_01011_000,y,0,5.243585ms,41.121006ms,38.703995884s,38.750360475s
0000100_011011_1,y,0,4.817852ms,46.023106ms,40.736529986s,40.787370944s
00111011_00100_1,y,0,4.312829ms,37.921995ms,38.866622801s,38.908857625s
01110111_1011_00,y,0,4.675519ms,45.016622ms,40.371349993s,40.421042134s
1010111_01111_00,y,0,4.867282ms,42.72736ms,39.418928524s,39.466523166s
01110111_0100_11,y,0,4.487444ms,41.767657ms,38.523524643s,38.569779744s
010111_00100_011,y,0,4.628626ms,33.900514ms,34.508475426s,34.547004566s
10111011_0111_00,y,0,4.542665ms,42.348326ms,40.456710289s,40.50360128s
0010100_01000_11,y,0,4.727908ms,40.159844ms,39.048408463s,39.093296215s
00100_01000_0111,y,0,4.722763ms,40.63412ms,37.366671126s,37.412028009s
01100100100_00_1,y,0,4.778114ms,39.635854ms,40.323617888s,40.368031856s
001000_01111_000,y,0,5.107357ms,48.621056ms,41.277845263s,41.331573676s
011110111_000_11,y,0,4.680444ms,53.537889ms,43.069431439s,43.127649772s
0101000_011000_1,y,0,4.730669ms,36.865908ms,39.215170571s,39.256767148s
0111100111_11_00,y,0,4.904447ms,46.331956ms,44.368389332s,44.419625735s
0100110000_11_00,y,0,5.080958ms,50.752372ms,45.920662916s,45.976496246s
00110111_00100_1,y,0,4.524493ms,39.790505ms,39.557602241s,39.601917239s
0110111011_11_00,y,0,4.996444ms,45.663865ms,40.120565928s,40.171226237s
0001000_010000_1,y,0,4.93745ms,46.51148ms,42.67990142s,42.73135035s
010111111_011_00,y,0,5.040189ms,43.834445ms,41.011202075s,41.060076709s
001110000_0111_1,y,0,4.628838ms,41.298809ms,45.027748485s,45.073676132s
000100100_0111_1,y,0,4.934106ms,46.438289ms,40.90902934s,40.960401735s
01100111_00100_1,y,0,4.700459ms,40.710276ms,41.275757571s,41.321168306s
01010000_00100_1,y,0,4.886017ms,39.906797ms,39.578762633s,39.623555447s
0100000_1111_000,y,0,5.166656ms,59.044756ms,44.734248336s,44.798459748s
001100100_0111_1,y,0,4.678684ms,39.014132ms,41.829911893s,41.873604709s
