triad,polymorphism,backtracked,indicator_time,ac_time,search_time,total_time
01000100_01111_10000,y,0,1.302376ms,1.018877ms,4.989203ms,7.310456ms
00111100000_010000_1,y,0,1.291289ms,1.110072ms,5.798433ms,8.199794ms
0111111111_00100_111,y,0,1.224759ms,772.483µs,2.214191ms,4.211433ms
000110000_10111_0111,y,0,1.311865ms,913.997µs,3.523404ms,5.749266ms
001000000_000000_011,y,0,1.285667ms,1.053603ms,3.58767ms,5.92694ms
01100101010000_11_00,y,0,1.446494ms,44.194µs,26.74µs,1.517428ms
10011000_011011_0100,y,0,1.55029ms,1.391939ms,12.230015ms,15.172244ms
011011_011000_000000,y,0,1.36275ms,950.93µs,5.294685ms,7.608365ms
0010000_100111_01000,y,0,1.377653ms,962.36µs,5.379165ms,7.719178ms
011010000_00100_1111,y,0,1.33357ms,1.132656ms,4.785895ms,7.252121ms
001101000000_01000_1,y,0,1.356445ms,1.398232ms,7.052377ms,9.807054ms
011111011_111011_000,y,0,1.293559ms,801.323µs,3.765988ms,5.86087ms
0011100111_10111_000,y,0,1.32752ms,1.243309ms,6.283892ms,8.854721ms
0100010000_0001000_1,y,0,1.34673ms,1.021302ms,4.759709ms,7.127741ms
01101000_011111_0000,y,0,1.352238ms,1.308392ms,5.341564ms,8.002194ms
01000110000_00100_11,y,0,1.402787ms,992.756µs,6.028431ms,8.423974ms
01011000_111011_0100,y,0,1.441834ms,1.411375ms,6.801412ms,9.654621ms
0111101111_0111111_1,y,0,1.241641ms,987.874µs,3.826553ms,6.056068ms
010000000_0110111_11,y,0,1.313014ms,933.302µs,3.497462ms,5.743778ms
011000100_011011_000,y,0,1.505351ms,1.032706ms,7.135161ms,9.673218ms
0010000_111111_01000,y,0,1.265171ms,830.29µs,2.933552ms,5.029013ms
011000_110000_010000,y,0,1.399038ms,1.836923ms,19.471934ms,22.707895ms
010110010000_01111_1,y,0,1.429113ms,1.425246ms,9.029263ms,11.883622ms
010100000_0101111_00,y,0,1.428856ms,1.395836ms,9.108663ms,11.933355ms
011011100111_1011_00,y,0,1.473982ms,1.139334ms,6.60617ms,9.219486ms
0101100000000_000_11,y,0,1.232086ms,1.099318ms,3.983798ms,6.315202ms
011111_001111_000000,y,0,1.222896ms,891.665µs,3.251841ms,5.366402ms
0101011000_1011_0100,y,0,1.865728ms,1.714395ms,14.730095ms,18.310218ms
0110010000_0010000_1,y,0,1.397805ms,1.185237ms,5.533768ms,8.11681ms
10010010000_01000_00,y,0,1.39876ms,1.27608ms,7.358776ms,10.033616ms
011100000_1010111_00,y,0,1.371821ms,1.101818ms,6.648348ms,9.121987ms
000100000_010000_011,y,0,1.344862ms,886.21µs,4.441727ms,6.672799ms
00110000_01100000_11,y,0,1.297945ms,1.00371ms,5.561659ms,7.863314ms
001010000_110111_000,y,0,1.3078ms,849.895µs,3.973911ms,6.131606ms
000000000_0111011_11,y,0,1.224547ms,699.035µs,2.299918ms,4.2235ms
0010001000_0001000_1,y,0,1.332464ms,748.965µs,4.498192ms,6.579621ms
000010000_00000_1011,y,0,1.253367ms,705.778µs,2.976174ms,4.935319ms
010001000_0111111_00,y,0,1.318938ms,793.661µs,3.708344ms,5.820943ms
001001011111_01111_1,y,0,1.354481ms,1.01155ms,4.811247ms,7.177278ms
001000000_01011_0000,y,0,1.376571ms,1.024361ms,4.6871ms,7.088032ms
000110110000_01111_1,y,0,1.357949ms,1.151902ms,5.219342ms,7.729193ms
01010111_01011_01000,y,0,1.653559ms,2.043286ms,18.305747ms,22.002592ms
00100100_11111_01000,y,0,1.358175ms,954.383µs,4.533603ms,6.846161ms
01100111_10111_01000,y,0,1.510135ms,1.26026ms,9.213384ms,11.983779ms
0101111_0010100_0111,y,0,1.640854ms,1.105152ms,6.969144ms,9.71515ms
011001000_011111_111,y,0,1.300745ms,1.02976ms,5.789535ms,8.12004ms
0000000000_0111011_1,y,0,1.243342ms,865.784µs,1.911197ms,4.020323ms
0000000_010111_00111,y,0,1.288588ms,980.688µs,4.956446ms,7.225722ms
010100010000_01111_1,y,0,1.364261ms,1.151172ms,4.47336ms,6.988793ms
01001000100_001000_1,y,0,1.446621ms,1.075513ms,5.92097ms,8.443104ms
01001101000_01111_11,y,0,1.383581ms,1.318125ms,8.939469ms,11.641175ms
01101010000_01111_11,y,0,1.408365ms,1.355735ms,8.646204ms,11.410304ms
01011011_10001000_00,y,0,1.49744ms,1.149441ms,6.742459ms,9.38934ms
101000000_0110111_00,y,0,1.318525ms,1.303934ms,5.521173ms,8.143632ms
010100010000_01000_1,y,0,1.429034ms,1.309611ms,6.579431ms,9.318076ms
01000000_101000_0111,y,0,1.364184ms,1.098398ms,5.201485ms,7.664067ms
101111_001111_000100,y,0,1.304481ms,813.885µs,3.569509ms,5.687875ms
01101011_0110000_000,y,0,1.473729ms,1.169835ms,8.150701ms,10.794265ms
100000110000_0111_00,y,0,1.335464ms,799.796µs,3.546274ms,5.681534ms
00000000_01111_11011,y,0,1.219589ms,641.103µs,2.553161ms,4.413853ms
000110000_0100000_11,y,0,1.279985ms,873.434µs,4.386766ms,6.540185ms
01111011_00100000_11,y,0,1.270696ms,737.161µs,2.673124ms,4.680981ms
01110111_01010000_00,y,0,1.410389ms,1.140344ms,5.811856ms,8.362589ms
0110000000_0101111_1,y,0,1.310743ms,1.312639ms,5.252351ms,7.875733ms
101010000_01111_0100,y,0,1.484402ms,1.188827ms,7.7042ms,10.377429ms
010010110000_01000_1,y,0,1.534076ms,1.609767ms,10.150781ms,13.294624ms
0100010000_1111_0000,y,0,1.249382ms,987.353µs,3.020251ms,5.256986ms
0100010000_010000_00,y,0,1.388524ms,1.110997ms,6.234484ms,8.734005ms
01110010000_01000_11,y,0,1.361411ms,1.085153ms,6.367756ms,8.81432ms
010001011000_111_000,y,0,1.423642ms,1.216045ms,6.140481ms,8.780168ms
010001000_00101111_1,y,0,1.403576ms,955.174µs,5.179043ms,7.537793ms
01000000_01111_10111,y,0,1.28316ms,832.018µs,3.795397ms,5.910575ms
01110000_000000_1011,y,0,1.271479ms,1.029794ms,4.224382ms,6.525655ms
01010111_10000100_00,y,0,1.451227ms,1.424195ms,6.979828ms,9.85525ms
00010100_01000000_11,y,0,1.299582ms,1.103316ms,4.591303ms,6.994201ms
0111001000_010100_11,y,0,1.524176ms,1.217793ms,9.702134ms,12.444103ms
0111111_1011111_0100,y,0,1.317405ms,994.417µs,4.231855ms,6.543677ms
0110110000_0101000_1,y,0,1.482612ms,1.312248ms,9.373465ms,12.168325ms
0111100000_010000_00,y,0,1.255736ms,1.146103ms,5.58454ms,7.986379ms
11000000_01000000_00,y,0,1.228651ms,936.897µs,3.729981ms,5.895529ms
01001100000_10000_00,y,0,1.332267ms,1.373117ms,7.381239ms,10.086623ms
001101000_001000_111,y,0,1.382248ms,1.287316ms,6.546904ms,9.216468ms
00101011111_00000_11,y,0,1.303163ms,1.42838ms,5.086419ms,7.817962ms
01000000_011111_0000,y,0,1.247761ms,808.844µs,3.564009ms,5.620614ms
01100111_011011_0000,y,0,1.418904ms,1.33546ms,7.783497ms,10.537861ms
0010000_010000_11111,y,0,1.24383ms,828.867µs,3.123114ms,5.195811ms
000110000_001000_111,y,0,1.253495ms,1.035117ms,4.975179ms,7.263791ms
0010000000_0000000_1,y,0,1.191282ms,994.687µs,2.886303ms,5.072272ms
0110110000_011111_00,y,0,1.381655ms,1.383891ms,6.208973ms,8.974519ms
00000100_01111_10111,y,0,1.270866ms,782.091µs,3.023005ms,5.075962ms
01110000000_011111_1,y,0,1.250481ms,1.114665ms,4.105031ms,6.470177ms
000000000_10111_0111,y,0,1.237363ms,848.358µs,2.290919ms,4.37664ms
01000001110000_000_1,y,0,1.345358ms,821.215µs,4.719405ms,6.885978ms
011110100000_00000_1,y,0,1.250561ms,862.899µs,3.643196ms,5.756656ms
0101000000_010000_11,y,0,1.318837ms,1.439314ms,5.547299ms,8.30545ms
011101110000_01000_1,y,0,1.365273ms,851.394µs,4.824646ms,7.041313ms
10110111_01000100_00,y,0,1.487687ms,742.811µs,3.487074ms,5.717572ms
01011000_01111_00100,y,0,1.538492ms,1.44369ms,7.93518ms,10.917362ms
01101110000_00100_11,y,0,1.384147ms,1.040021ms,5.161825ms,7.585993ms
0100000000_011111_11,y,0,1.207987ms,782.685µs,2.515998ms,4.50667ms
00011000_0100000_011,y,0,1.379024ms,1.0506ms,5.92539ms,8.355014ms
0000000000_011111_11,y,0,1.199818ms,785.959µs,1.637964ms,3.623741ms
01110100000_10111_00,y,0,1.419286ms,1.093913ms,5.760705ms,8.273904ms
1011011000_0111_0000,y,0,1.411071ms,1.011423ms,5.740358ms,8.162852ms
01010000000_01111_00,y,0,1.31352ms,1.110042ms,5.188741ms,7.612303ms
011010000_0111011_00,y,0,1.544686ms,1.280729ms,6.161148ms,8.986563ms
0110010000_0101111_1,y,0,1.403546ms,1.291342ms,9.065518ms,11.760406ms
001011000_010111_011,y,0,1.627819ms,1.365599ms,11.118595ms,14.112013ms
011111_001111_100000,y,0,1.259865ms,1.011564ms,4.294722ms,6.566151ms
0001110000_0110111_1,y,0,1.32387ms,939.045µs,4.791962ms,7.054877ms
0010000101000_000_11,y,0,1.351887ms,902.22µs,3.551508ms,5.805615ms
0001001000_0111_1011,y,0,1.411347ms,948.298µs,3.430519ms,5.790164ms
011001001100000_00_1,y,0,1.382399ms,1.342515ms,8.103223ms,10.828137ms
010101000_00100_0111,y,0,1.656477ms,1.582616ms,11.717326ms,14.956419ms
01111011_00001000_11,y,0,1.29709ms,668.232µs,2.539366ms,4.504688ms
001000101111_01000_1,y,0,1.461376ms,1.207315ms,6.516026ms,9.184717ms
00100100_01011_01000,y,0,1.654841ms,1.004352ms,8.982063ms,11.641256ms
000000000_010111_011,y,0,1.282708ms,1.222216ms,3.956833ms,6.461757ms
011111_111011_011000,y,0,1.369367ms,1.044191ms,5.206259ms,7.619817ms
001101000000_00100_1,y,0,1.402065ms,1.432424ms,6.546816ms,9.381305ms
0010110000_0011000_1,y,0,1.411429ms,1.541684ms,10.678636ms,13.631749ms
001100111_01011_0000,y,0,1.404565ms,1.636978ms,11.201926ms,14.243469ms
11101011_01000100_00,y,0,1.43766ms,646ns,82ns,1.438388ms
00111100000_001000_1,y,0,1.291022ms,1.055046ms,5.723795ms,8.069863ms
0111111111_11011_000,y,0,1.218472ms,710.524µs,2.545981ms,4.474977ms
011100000_0110111_00,y,0,1.369715ms,1.268682ms,6.194826ms,8.833223ms
0100101000_0110000_1,y,0,1.519233ms,1.164012ms,7.546163ms,10.229408ms
00011000_000100_1111,y,0,1.242221ms,1.051244ms,5.004221ms,7.297686ms
001001000_010000_000,y,0,1.436237ms,1.118939ms,7.074894ms,9.63007ms
011011_011000_010000,y,0,1.477039ms,1.079073ms,8.683516ms,11.239628ms
011010000_001000_000,y,0,1.40198ms,1.108178ms,6.477899ms,8.988057ms
0101110000_0101000_1,y,0,1.439056ms,1.574295ms,11.256397ms,14.269748ms
00000000_101011_0111,y,0,1.308644ms,1.149944ms,3.753093ms,6.211681ms
0110000_100100_01111,y,0,1.360868ms,1.496878ms,8.832845ms,11.690591ms
010110000_0101000_11,y,0,1.430957ms,1.64784ms,11.264492ms,14.343289ms
1010110000_011111_00,y,0,1.343836ms,1.346217ms,6.492351ms,9.182404ms
00101110111_0000_011,y,0,1.458617ms,1.098774ms,5.564823ms,8.122214ms
0110100000_011000_11,y,0,1.435305ms,1.39389ms,7.828626ms,10.657821ms
100010000_0110000_00,y,0,1.317797ms,1.130207ms,5.925399ms,8.373403ms
00011000_01100000_11,y,0,1.337062ms,975.479µs,4.805058ms,7.117599ms
010011111011_111_000,y,0,1.309684ms,951.086µs,4.465926ms,6.726696ms
01001100000_01111_00,y,0,1.35146ms,1.217395ms,6.871111ms,9.439966ms
001100010000_00000_1,y,0,1.301942ms,911.257µs,4.367913ms,6.581112ms
0010000_000100_11111,y,0,1.278241ms,896.83µs,3.235344ms,5.410415ms
0011000100_0010000_1,y,0,1.384866ms,1.182223ms,6.250911ms,8.818ms
101100000_0101111_00,y,0,1.360882ms,1.203596ms,6.083834ms,8.648312ms
0110000000_1111_0100,y,0,1.244262ms,1.077433ms,3.773653ms,6.095348ms
0000001000_0011111_1,y,0,1.227908ms,790.765µs,2.291846ms,4.310519ms
011011_101011_010100,y,0,1.928481ms,1.557538ms,13.122144ms,16.608163ms
00000100000_01111_11,y,0,1.227729ms,650.345µs,2.018086ms,3.89616ms
00101011111_01000_11,y,0,1.408476ms,1.198151ms,6.897381ms,9.504008ms
00000000_01111_00111,y,0,1.24122ms,886.235µs,3.077681ms,5.205136ms
011111_101111_010000,y,0,1.353584ms,1.838763ms,14.810107ms,18.002454ms
010100101000_01111_1,y,0,1.594707ms,1.086473ms,6.624965ms,9.306145ms
001101000_00100_1111,y,0,1.387566ms,1.136228ms,6.599012ms,9.122806ms
000100000_010000_111,y,0,1.242751ms,840.491µs,3.014408ms,5.09765ms
01000100_11011_00100,y,0,1.43081ms,28.088µs,16.335µs,1.475233ms
01001010000_11011_00,y,0,1.46578ms,918.315µs,4.88389ms,7.267985ms
01110101111_10000_00,y,0,1.391074ms,835.195µs,4.094692ms,6.320961ms
01011011_01001000_00,y,0,1.679817ms,1.122164ms,8.046095ms,10.848076ms
001000000_000000_111,y,0,1.220606ms,890.872µs,2.710856ms,4.822334ms
011010101011000_00_1,y,0,1.60371ms,1.84228ms,16.074177ms,19.520167ms
01101100000_11011_00,y,0,1.376196ms,1.178148ms,5.784713ms,8.339057ms
001001000_000100_011,y,0,1.478424ms,1.04157ms,6.093503ms,8.613497ms
010000000_0001000_11,y,0,1.252964ms,861.154µs,3.184702ms,5.29882ms
01101000_100111_0100,y,0,1.512771ms,1.503687ms,12.280326ms,15.296784ms
001010010000_00000_1,y,0,1.341919ms,1.111012ms,5.148771ms,7.601702ms
0011100111_01111_000,y,0,1.33938ms,1.122953ms,6.688105ms,9.150438ms
11011111_01111_00000,y,0,1.200822ms,689.703µs,2.525262ms,4.415787ms
000101000_00111_0111,y,0,1.42496ms,838.38µs,4.900423ms,7.163763ms
00100000_01000000_11,y,0,1.251869ms,793.821µs,3.50108ms,5.54677ms
01000110000_01011_00,y,0,1.545374ms,1.278174ms,8.407657ms,11.231205ms
01110111_01000_10000,y,0,1.333049ms,967.152µs,4.65207ms,6.952271ms
0011100000_0111011_1,y,0,1.357914ms,962.41µs,4.921891ms,7.242215ms
0100010000_0011000_1,y,0,1.383843ms,1.133942ms,5.615413ms,8.133198ms
011010000_001111_000,y,0,1.399829ms,1.2327ms,6.971218ms,9.603747ms
0000000_011111_10111,y,0,1.212227ms,740.818µs,2.545799ms,4.498844ms
001000000_11011_0000,y,0,1.247442ms,736.061µs,2.762375ms,4.745878ms
0000010000_000000_11,y,0,1.192087ms,705.352µs,2.701666ms,4.599105ms
0000000000_0111_1011,y,0,1.225368ms,751.183µs,2.276902ms,4.253453ms
011110110000_00000_1,y,0,1.262387ms,812.096µs,3.477208ms,5.551691ms
01101111_0100000_111,y,0,1.284001ms,767.95µs,3.701377ms,5.753328ms
011001011111_00000_1,y,0,1.323913ms,1.240614ms,5.227408ms,7.791935ms
100110000_0100000_00,y,0,1.312425ms,1.136102ms,6.563692ms,9.012219ms
01110000_011000_0000,y,0,1.292845ms,1.249262ms,6.748059ms,9.290166ms
00110100000_01111_11,y,0,1.312239ms,875.744µs,5.191647ms,7.37963ms
0011101111_0111_0000,y,0,1.326118ms,823.114µs,4.255732ms,6.404964ms
10010010000_01111_00,y,0,1.378803ms,946.64µs,5.055555ms,7.380998ms
01000000_011000_0000,y,0,1.261748ms,1.171942ms,5.567903ms,8.001593ms
010011000_0100111_11,y,0,1.461234ms,1.737184ms,11.008516ms,14.206934ms
0110000_010000_11011,y,0,1.34905ms,1.072609ms,4.613345ms,7.035004ms
111111_011000_010000,y,0,1.242196ms,1.097729ms,3.781939ms,6.121864ms
0010001000_0101000_1,y,0,1.471822ms,1.038515ms,5.104679ms,7.615016ms
010101001100000_00_1,y,0,1.458066ms,1.453498ms,11.338618ms,14.250182ms
010000000000_00000_1,y,0,1.208468ms,843.203µs,2.293718ms,4.345389ms
00110000_00111_01000,y,0,1.461147ms,1.462119ms,10.347443ms,13.270709ms
000110000000_00000_1,y,0,1.245516ms,888.104µs,3.461087ms,5.594707ms
01100111_00100_10000,y,0,1.401701ms,1.055181ms,7.073475ms,9.530357ms
00001000_010111_1011,y,0,1.389799ms,928.003µs,3.939652ms,6.257454ms
0100000100_0111_1011,y,0,1.396538ms,832.48µs,4.081274ms,6.310292ms
110010111_0110000_00,y,0,1.386603ms,1.209557ms,8.732095ms,11.328255ms
010001000_0111111_11,y,0,1.267472ms,825.782µs,2.976023ms,5.069277ms
001010000_001111_000,y,0,1.352092ms,1.190598ms,7.716432ms,10.259122ms
00100001110000_000_1,y,0,1.341408ms,967.088µs,5.035768ms,7.344264ms
010010000_001000_000,y,0,1.450296ms,1.215444ms,8.038601ms,10.704341ms
0101100111_0100_1000,y,0,1.495236ms,1.627347ms,13.660434ms,16.783017ms
00011000_001000_1011,y,0,1.364098ms,945.343µs,5.536401ms,7.845842ms
11100111_01001000_00,y,0,1.379764ms,763.976µs,3.822322ms,5.966062ms
1011100000_011111_00,y,0,1.31615ms,926.183µs,4.91583ms,7.158163ms
000000000_01111_1011,y,0,1.226686ms,798.906µs,2.275728ms,4.30132ms
00110000_00010000_11,y,0,1.291954ms,911.717µs,4.138853ms,6.342524ms
1101110000_010000_00,y,0,1.285696ms,722.039µs,3.499154ms,5.506889ms
01101011111_0111_000,y,0,1.417819ms,1.20896ms,5.199547ms,7.826326ms
0100000100_011011_00,y,0,1.470179ms,851.234µs,4.280367ms,6.60178ms
00001000_01000000_11,y,0,1.255927ms,830.954µs,3.404184ms,5.491065ms
011100011111_111_000,y,0,1.283595ms,1.111034ms,4.819702ms,7.214331ms
0101000000_001000_11,y,0,1.377398ms,957.924µs,4.5889ms,6.924222ms
0100010000_010000_11,y,0,1.300546ms,1.09887ms,4.331159ms,6.730575ms
000110000_01111_0000,y,0,1.272518ms,869.977µs,4.171775ms,6.31427ms
0101110000_0011000_1,y,0,1.384115ms,1.238669ms,8.556557ms,11.179341ms
01000000_11111_00000,y,0,1.190655ms,832.242µs,2.295515ms,4.318412ms
010001000_01101111_1,y,0,1.386862ms,702.712µs,3.752053ms,5.841627ms
0111111011_1111_0100,y,0,1.318151ms,756.767µs,3.468364ms,5.543282ms
1011011000_0111_0100,y,0,1.546845ms,1.15852ms,7.351702ms,10.057067ms
00000000_010111_1011,y,0,1.333206ms,1.094779ms,3.467337ms,5.895322ms
01010000_000100_1111,y,0,1.306336ms,1.079726ms,4.428343ms,6.814405ms
0110110000_0011000_1,y,0,1.390087ms,1.084536ms,7.314345ms,9.788968ms
0100011111_0000000_1,y,0,1.241782ms,1.159171ms,3.589941ms,5.990894ms
0001111011_0111_0000,y,0,1.322963ms,1.02646ms,4.968333ms,7.317756ms
010111100000_00100_1,y,0,1.369598ms,1.054256ms,5.661754ms,8.085608ms
01100110111_11011_00,y,0,1.470173ms,1.22044ms,7.038425ms,9.729038ms
